prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
How will the evolution of 'Canis lupus familiaris' (domestic dog) look like over 50 years according to Darwin's model?,predict_evolution_rate,predict_evolution_rate,True,True,2217.5211906433105,category_11,expert,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,"{'species': True, 'years': True, 'model': True}",,,0,,,6526,28,6554,,[],,False,False,,,,[],[]
"Fetch the annual financial statements (income, balance, cash) for Alibaba Group Holding Ltd (BABA) from the Hong Kong market.",stock_get_financial_stmts,stock_get_financial_stmts,True,True,543.2369709014893,category_19,expert,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,"{'frequency': True, 'symbol': True, 'statement_type': True, 'region': True}",,,0,,,6523,36,6559,,[],,False,False,,,,[],[]
Calculate the ROCP for Apple Inc. stock over the last 9 days using daily intervals and the closing prices.,rocp,rocp,True,True,584.4485759735107,category_12,expert,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,"{'symbol': True, 'interval': True, 'time_period': True, 'series_type': True}",,,0,,,6519,36,6555,,[],,False,False,,,,[],[]
Lookup the domain 'association' with the extension 'asso.nc' to check its registration status.,get_domaine,get_domaine,True,True,391.95942878723145,category_38,hard,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,"{'ext': True, 'nom': True}",,,0,,,6515,17,6532,,[],,False,False,,,,[],[]
Retrieve earnings information for Amazon.com Inc.,earnings,earnings,True,False,400.9239673614502,category_24,medium,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,{'symb': False},,,0,,,6504,12,6516,,[],,False,False,,,,[],[]
Can you find details about the song with ID '12345' in French?,shazam_songs_get_details,shazam_songs_get_details,True,True,484.6489429473877,category_19,medium,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,"{'is_id': True, 'locale': True}",,,0,,,6512,24,6536,,[],,False,False,,,,[],[]
What are the room facility types available for ID 12345 and facility type ID 67890?,list_of_room_facility_types,list_of_room_facility_types,True,True,590.8792018890381,category_13,medium,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,"{'room_facility_type_id': True, 'facility_type_id': True}",,,0,,,6516,27,6543,,[],,False,False,,,,[],[]
Search for airports in New York.,airport_search,airport_search,True,True,505.4454803466797,category_40,medium,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,{'query': True},,,0,,,6503,12,6515,,[],,False,False,,,,[],[]
List all unconfirmed transactions in the Bitcoin blockchain.,get_mempool_v2,get_mempool_v2,True,True,628.6144256591797,category_7,hard,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,{'blockchain': True},,,0,,,6506,26,6532,,[],,False,False,,,,[],[]
What is the historical Total Value Locked (TVL) data for the Ethereum chain?,charts_chain,charts_chain,True,True,2392.080783843994,category_6,medium,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,{'chain': True},,,0,,,6513,11,6524,,[],,False,False,,,,[],[]
