prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Notify when device goes offline,configure_device_alert,configure_device_alert,True,,3942.9330825805664,iot_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,iot_operations,"['system_operations', 'file_operations', 'calendar_operations', 'iot_operations', 'notification_operations']",False,False,False,[],,,0,{},,,0,10,threshold,1177,56,1233,True,"['configure_device_alert', 'schedule_device_job', 'set_quiet_hours', 'get_uptime', 'get_notification_status', 'manage_device_twin', 'cancel_notification', 'set_reminder', 'send_notification', 'watch_directory']",1,False,False,,,,[],[]
Create performance report PDF,generate_report,generate_report,True,,2041.3708686828613,social_media_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,social_media_operations,"['email_operations', 'document_operations', 'healthcare_operations', 'monitoring_operations', 'workflow_operations', 'networking_operations', 'analytics_operations', 'social_media_operations']",False,False,False,[],,,0,{},,,0,13,threshold,1705,41,1746,True,"['generate_report', 'get_workflow_metrics', 'create_pdf_portfolio', 'analyze_email_metrics', 'calculate_metrics', 'compress_document', 'query_metrics', 'generate_discharge_summary', 'sign_document', 'protect_document', 'export_data', 'create_dashboard', 'bandwidth_test']",1,False,False,,,,[],[]
Complete discharge documentation,generate_discharge_summary,generate_discharge_summary,True,,1243.150234222412,healthcare_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,healthcare_operations,"['document_operations', 'healthcare_operations']",False,False,False,[],,,0,{},,,0,5,threshold,807,48,855,True,"['generate_discharge_summary', 'create_document_template', 'protect_document', 'sign_document', 'compress_document']",1,False,False,,,,[],[]
Create social media copy,generate_content,generate_content,True,,1161.09299659729,social_media_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,social_media_operations,['social_media_operations'],False,False,False,[],,,0,{},,,0,5,threshold,707,49,756,True,"['generate_content', 'create_poll', 'generate_report', 'analyze_competitor', 'track_brand_mentions']",1,False,False,,,,[],[]
Archive orders older than one year,archive_data,archive_data,True,,970.0520038604736,data_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,data_operations,"['data_operations', 'caching_operations', 'cloud_storage_operations']",False,False,False,[],,,0,{},,,0,3,bounded,509,48,557,True,"['archive_data', 'restore_archived_object', 'manage_cache_policy']",1,False,False,,,,[],[]
Find the Fibonacci number at position 20,fibonacci,fibonacci,True,,575.7272243499756,math_operations,hard,llama3.2:3b,,adaptive_rag,2,0,False,,math_operations,['math_operations'],False,False,False,[],,,0,{},,,0,3,bounded,372,23,395,True,"['fibonacci', 'round_number', 'factorial']",1,False,False,,,,[],[]
Validate the card before charging,verify_payment_method,verify_payment_method,True,,845.5839157104492,payment_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,payment_operations,"['payment_operations', 'ecommerce_operations']",False,False,False,[],,,0,{},,,0,3,bounded,420,47,467,True,"['verify_payment_method', 'apply_coupon', 'apply_discount']",1,False,False,,,,[],[]
Release the lock,manage_cache_locks,manage_cache_locks,True,,876.8243789672852,caching_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,caching_operations,"['caching_operations', 'secrets_operations', 'security_operations']",False,False,False,[],,,0,{},,,0,3,bounded,439,46,485,True,"['manage_cache_locks', 'create_secret', 'secrets_scan']",1,False,False,,,,[],[]
How do I get to Central Park from here?,get_directions,get_directions,True,,2556.879758834839,location_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,location_operations,"['math_operations', 'authentication_operations', 'devops_operations', 'location_operations', 'monitoring_operations', 'caching_operations', 'calendar_operations', 'cloud_storage_operations', 'web_operations', 'container_operations', 'ai_ml_operations', 'notification_operations']",False,False,False,[],,,0,{},,,0,20,bounded,2382,25,2407,True,"['get_directions', 'get_place_details', 'get_place_details', 'optimize_route', 'get_elevation', 'permutation_combination', 'get_pod_status', 'configure_load_balancer', 'create_dashboard', 'create_service_account', 'create_booking_page', 'numerical_integration', 'graphql_query', 'download_file', 'manage_container_registry', 'create_notification_campaign', 'manage_cache_policy', 'setup_replication', 'factorial', 'cluster_data']",1,False,False,,,,[],[]
Create a hash of the password,hash_data,hash_data,True,,1122.866153717041,system_operations,hard,llama3.2:3b,,adaptive_rag,2,0,False,,system_operations,"['secrets_operations', 'system_operations', 'authentication_operations', 'security_operations']",False,False,False,[],,,0,{},,,0,5,threshold,799,37,836,True,"['hash_data', 'encrypt_file', 'create_secret', 'create_service_account', 'decrypt_data']",1,False,False,,,,[],[]
