prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Check if this is a real address,validate_address,validate_address,True,,3369.6117401123047,location_operations,hard,llama3.2:3b,,rag,2,0,False,,location_operations,"['security_operations', 'authentication_operations', 'web_operations', 'email_operations', 'location_operations']",False,False,False,[],,,0,{},,,0,,,1089,23,1112,True,"['validate_address', 'reverse_geocode', 'verify_email_address', 'whois_lookup', 'dns_lookup', 'test_email_deliverability', 'verify_password_hash', 'get_timezone', 'configure_email_domain', 'manage_identity_verification']",1,False,False,,,,[],[]
Set up kit pricing,manage_product_bundles,manage_product_bundles,True,,2007.1589946746826,ecommerce_operations,expert,llama3.2:3b,,rag,2,0,False,,ecommerce_operations,"['payment_operations', 'security_operations', 'ecommerce_operations', 'math_operations', 'social_media_operations', 'rate_limiting_operations']",False,False,False,[],,,0,{},,,0,,,1487,56,1543,True,"['manage_product_bundles', 'apply_coupon', 'create_invoice', 'create_quota', 'calculate_payment_fees', 'configure_tax_rules', 'generate_jwt', 'update_inventory', 'probability', 'create_campaign']",1,False,False,,,,[],[]
Process queue messages,process_jobs,process_jobs,True,,1349.7371673583984,queue_operations,expert,llama3.2:3b,,rag,2,0,False,,queue_operations,"['notification_operations', 'analytics_operations', 'messaging_operations', 'workflow_operations', 'healthcare_operations', 'database_operations', 'queue_operations']",False,False,False,[],,,0,{},,,0,,,1252,18,1270,True,"['batch_delete_messages', 'process_jobs', 'get_queue_metrics', 'schedule_message', 'monitor_data_quality', 'send_patient_message', 'send_notification', 'schedule_notification', 'execute_transaction', 'cancel_workflow']",2,False,False,,,,[],[]
Make a snapshot,create_backup,backup_cache,False,,1471.5867042541504,backup_operations,expert,llama3.2:3b,,rag,2,0,False,,caching_operations,"['image_operations', 'file_operations', 'web_operations', 'caching_operations', 'backup_operations', 'container_operations', 'social_media_operations']",False,False,False,[],,,0,{},,,0,,,1190,35,1225,True,"['backup_cache', 'create_backup', 'watch_directory', 'schedule_backup', 'upload_file', 'compress_image', 'schedule_posts', 'push_image', 'compare_images', 'split_file']",2,False,False,,,,[],[]
Import SSL certificate,manage_ssl_certificate,,False,,1678.5101890563965,devops_operations,expert,llama3.2:3b,Model did not call any tool,rag,2,0,False,,,"['search_operations', 'security_operations', 'authentication_operations', 'database_operations', 'devops_operations', 'email_operations', 'document_operations']",False,False,False,[],,,0,{},,,0,,,1351,40,1391,True,"['manage_ssl_certificate', 'manage_database_encryption', 'decrypt_file', 'manage_identity_verification', 'verify_email_address', 'generate_jwt', 'bulk_index', 'reindex', 'sanitize_input', 'extract_text']",1,False,False,,,,[],[]
Set up sales tax,configure_tax_rules,configure_tax_rules,True,,2017.7226066589355,ecommerce_operations,expert,llama3.2:3b,,rag,2,0,False,,ecommerce_operations,"['payment_operations', 'ecommerce_operations', 'cloud_storage_operations', 'email_operations', 'rate_limiting_operations']",False,False,False,[],,,0,{},,,0,,,1330,72,1402,True,"['configure_tax_rules', 'manage_product_bundles', 'create_invoice', 'update_inventory', 'apply_coupon', 'calculate_payment_fees', 'create_quota', 'configure_email_domain', 'configure_lifecycle_rules', 'test_email_deliverability']",1,False,False,,,,[],[]
Remove processed messages,batch_delete_messages,batch_delete_messages,True,,1635.237455368042,queue_operations,hard,llama3.2:3b,,rag,2,0,False,,queue_operations,"['notification_operations', 'messaging_operations', 'analytics_operations', 'workflow_operations', 'audio_operations', 'healthcare_operations', 'database_operations', 'queue_operations']",False,False,False,[],,,0,{},,,0,,,1273,42,1315,True,"['batch_delete_messages', 'remove_noise', 'schedule_message', 'cancel_workflow', 'send_patient_message', 'process_jobs', 'execute_transaction', 'create_notification_template', 'send_notification', 'monitor_data_quality']",1,False,False,,,,[],[]
Define a user cohort,segment_users,segment_users,True,,1929.373025894165,analytics_operations,expert,llama3.2:3b,,rag,2,0,False,,analytics_operations,"['security_operations', 'authentication_operations', 'analytics_operations', 'healthcare_operations', 'social_media_operations', 'rate_limiting_operations']",False,False,False,[],,,0,{},,,0,,,1588,41,1629,True,"['segment_users', 'predict_churn', 'sync_directory', 'manage_identity_verification', 'create_quota', 'authenticate_user', 'manage_followers', 'send_patient_message', 'configure_session_policy', 'generate_jwt']",1,False,False,,,,[],[]
Show fee breakdown,calculate_payment_fees,get_payment_balance,False,,1580.373764038086,payment_operations,expert,llama3.2:3b,,rag,2,0,False,,payment_operations,"['payment_operations', 'ecommerce_operations', 'queue_operations', 'cloud_storage_operations', 'rate_limiting_operations']",False,False,False,[],,,0,{},,,0,,,1295,34,1329,True,"['calculate_payment_fees', 'get_quota_usage', 'create_quota', 'get_payment_balance', 'manage_product_bundles', 'get_queue_metrics', 'manage_storage_analytics', 'configure_tax_rules', 'apply_coupon', 'create_invoice']",1,False,False,,,,[],[]
Create event template,create_event_template,create_event_template,True,,2225.144147872925,calendar_operations,expert,llama3.2:3b,,rag,2,0,False,,calendar_operations,"['calendar_operations', 'file_operations', 'notification_operations', 'workflow_operations', 'data_operations', 'iot_operations', 'healthcare_operations', 'math_operations']",False,False,False,[],,,0,{},,,0,,,1374,87,1461,True,"['create_event_template', 'create_notification_template', 'export_calendar', 'watch_directory', 'configure_iot_stream', 'create_workflow', 'register_device', 'probability', 'document_procedure', 'create_view']",1,False,False,,,,[],[]
