prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Check if this is a real address,validate_address,validate_address,True,,5248.869895935059,location_operations,hard,llama3.2:3b,,rag,2,0,False,,location_operations,"['location_operations', 'security_operations', 'authentication_operations', 'web_operations', 'email_operations']",False,False,False,[],,,0,{},,,0,,,2010,44,2054,True,"['validate_address', 'reverse_geocode', 'verify_email_address', 'whois_lookup', 'dns_lookup', 'manage_identity_verification', 'test_email_deliverability', 'configure_email_domain', 'get_timezone', 'verify_password_hash']",1,False,False,,,,[],[]
Set up kit pricing,manage_product_bundles,manage_product_bundles,True,,3431.5571784973145,ecommerce_operations,expert,llama3.2:3b,,rag,2,0,False,,ecommerce_operations,"['rate_limiting_operations', 'analytics_operations', 'ecommerce_operations', 'iot_operations', 'social_media_operations', 'payment_operations']",False,False,False,[],,,0,{},,,0,,,2444,83,2527,True,"['manage_product_bundles', 'create_invoice', 'apply_coupon', 'configure_tax_rules', 'calculate_payment_fees', 'create_campaign', 'create_quota', 'update_inventory', 'segment_users', 'register_device']",1,False,False,,,,[],[]
Process queue messages,process_jobs,process_jobs,True,,2647.688865661621,queue_operations,expert,llama3.2:3b,,rag,2,0,False,,queue_operations,"['database_operations', 'caching_operations', 'analytics_operations', 'queue_operations', 'messaging_operations', 'testing_operations', 'notification_operations']",False,False,False,[],,,0,{},,,0,,,2269,40,2309,True,"['get_queue_metrics', 'process_jobs', 'batch_delete_messages', 'cache_list_ops', 'run_chaos_testing', 'schedule_message', 'monitor_data_quality', 'execute_transaction', 'schedule_notification', 'send_notification']",2,False,False,,,,[],[]
Make a snapshot,create_backup,backup_cache,False,,2892.418622970581,backup_operations,expert,llama3.2:3b,,rag,2,0,False,,caching_operations,"['caching_operations', 'web_operations', 'cloud_storage_operations', 'ai_ml_operations', 'backup_operations', 'file_operations', 'image_operations']",False,False,False,[],,,0,{},,,0,,,2255,55,2310,True,"['backup_cache', 'create_backup', 'compare_images', 'schedule_backup', 'compress_image', 'create_collage', 'configure_lifecycle_rules', 'upload_file', 'watch_directory', 'ingest_features']",2,False,False,,,,[],[]
Import SSL certificate,manage_ssl_certificate,,False,,2743.8910007476807,devops_operations,expert,llama3.2:3b,Model did not call any tool,rag,2,0,False,,,"['devops_operations', 'location_operations', 'database_operations', 'security_operations', 'authentication_operations', 'web_operations', 'ecommerce_operations', 'iot_operations', 'document_operations']",False,False,False,[],,,0,{},,,0,,,2517,19,2536,True,"['manage_ssl_certificate', 'decrypt_file', 'manage_identity_verification', 'manage_database_encryption', 'register_device', 'validate_address', 'generate_jwt', 'upload_file', 'extract_text', 'configure_tax_rules']",1,False,False,,,,[],[]
Set up sales tax,configure_tax_rules,configure_tax_rules,True,,2989.651679992676,ecommerce_operations,expert,llama3.2:3b,,rag,2,0,False,,ecommerce_operations,"['data_operations', 'workflow_operations', 'ecommerce_operations', 'email_operations', 'social_media_operations', 'payment_operations']",False,False,False,[],,,0,{},,,0,,,2333,56,2389,True,"['configure_tax_rules', 'create_invoice', 'manage_product_bundles', 'create_view', 'create_campaign', 'apply_coupon', 'calculate_payment_fees', 'update_inventory', 'create_workflow', 'configure_email_domain']",1,False,False,,,,[],[]
Remove processed messages,batch_delete_messages,,False,,2935.5862140655518,queue_operations,hard,llama3.2:3b,Model did not call any tool,rag,2,0,False,,,"['workflow_operations', 'caching_operations', 'audio_operations', 'analytics_operations', 'ecommerce_operations', 'queue_operations', 'healthcare_operations', 'notification_operations']",False,False,False,[],,,0,{},,,0,,,2196,63,2259,True,"['batch_delete_messages', 'cache_list_ops', 'cancel_workflow', 'remove_noise', 'get_queue_metrics', 'send_patient_message', 'send_notification', 'process_jobs', 'monitor_data_quality', 'manage_abandoned_carts']",1,False,False,,,,[],[]
Define a user cohort,segment_users,segment_users,True,,3471.564292907715,analytics_operations,expert,llama3.2:3b,,rag,2,0,False,,analytics_operations,"['rate_limiting_operations', 'security_operations', 'authentication_operations', 'analytics_operations', 'social_media_operations']",False,False,False,[],,,0,{},,,0,,,2590,73,2663,True,"['segment_users', 'create_campaign', 'generate_jwt', 'predict_churn', 'create_quota', 'manage_identity_verification', 'authenticate_user', 'configure_session_policy', 'sync_directory', 'analyze_competitor']",1,False,False,,,,[],[]
Show fee breakdown,calculate_payment_fees,calculate_payment_fees,True,,2843.3053493499756,payment_operations,expert,llama3.2:3b,,rag,2,0,False,,payment_operations,"['rate_limiting_operations', 'analytics_operations', 'ecommerce_operations', 'queue_operations', 'payment_operations']",False,False,False,[],,,0,{},,,0,,,2219,56,2275,True,"['calculate_payment_fees', 'get_quota_usage', 'create_quota', 'manage_product_bundles', 'apply_coupon', 'create_invoice', 'get_payment_balance', 'segment_users', 'ab_test_analyze', 'get_queue_metrics']",1,False,False,,,,[],[]
Create event template,create_event_template,create_event_template,True,,3046.504259109497,calendar_operations,expert,llama3.2:3b,,rag,2,0,False,,calendar_operations,"['workflow_operations', 'calendar_operations', 'ai_ml_operations', 'iot_operations', 'social_media_operations', 'file_operations', 'payment_operations', 'notification_operations', 'math_operations']",False,False,False,[],,,0,{},,,0,,,2425,53,2478,True,"['create_event_template', 'create_notification_template', 'export_calendar', 'watch_directory', 'configure_iot_stream', 'create_workflow', 'probability', 'ingest_features', 'create_invoice', 'create_campaign']",1,False,False,,,,[],[]
