prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Notify when device goes offline,configure_device_alert,port_scan,False,,3113.3272647857666,iot_operations,expert,llama3.2:3b,,clustering,2,0,False,False,networking_operations,['networking_operations'],False,False,False,[],,,0,{},,,0,,,2515,46,2561,,[],,False,False,,,,[],[]
Create performance report PDF,generate_report,,False,,3214.831829071045,social_media_operations,expert,llama3.2:3b,No tool selected in step,clustering,2,0,False,False,caching_operations,['caching_operations'],False,False,False,[],,,0,{},,,0,,,2842,34,2876,,[],,False,False,,,,[],[]
Complete discharge documentation,generate_discharge_summary,,False,,6895.340442657471,healthcare_operations,expert,llama3.2:3b,No tool selected in step,clustering,4,1,False,False,text_operations,"['math_operations', 'text_operations']",False,False,False,[],,,0,{},,,0,,,6066,62,6128,,[],,False,False,,,,[],[]
Generate LinkedIn post content,generate_content,,False,,9010.081052780151,social_media_operations,expert,llama3.2:3b,No tool selected in step,clustering,6,2,False,False,web_operations,"['text_operations', 'web_operations', 'web_operations']",False,False,False,[],,,0,{},,,0,,,7749,97,7846,,[],,False,False,,,,[],[]
Archive completed records,archive_data,prime_check,False,,3993.547201156616,data_operations,expert,llama3.2:3b,,clustering,2,0,False,False,math_operations,['math_operations'],False,False,False,[],,,0,{},,,0,,,3585,33,3618,,[],,False,False,,,,[],[]
Generate the first 15 Fibonacci numbers,fibonacci,fibonacci,True,,4057.6112270355225,math_operations,hard,llama3.2:3b,,clustering,2,0,False,True,math_operations,['math_operations'],False,False,False,[],,,0,{},,,0,,,3593,38,3631,,[],,False,False,,,,[],[]
Verify the bank account with micro-deposits,verify_payment_method,verify_payment_method,True,,3882.5020790100098,payment_operations,expert,llama3.2:3b,,clustering,2,0,False,True,payment_operations,['payment_operations'],False,False,False,[],,,0,{},,,0,,,3240,55,3295,,[],,False,False,,,,[],[]
Release the lock,manage_cache_locks,prime_check,False,,4082.4332237243652,caching_operations,expert,llama3.2:3b,,clustering,2,0,False,False,math_operations,['math_operations'],False,False,False,[],,,0,{},,,0,,,3585,40,3625,,[],,False,False,,,,[],[]
How do I get to Central Park from here?,get_directions,,False,,1999.0909099578857,location_operations,expert,llama3.2:3b,No tool selected in step,clustering,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,1839,16,1855,,[],,False,False,,,,[],[]
Calculate the MD5 checksum of this text,hash_data,,False,,2878.6418437957764,system_operations,hard,llama3.2:3b,No tool selected in step,clustering,2,0,False,False,math_operations,['math_operations'],False,False,False,[],,,0,{},,,0,,,3595,84,3679,,[],,False,False,,,,[],[]
