prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Store user data in hash,cache_hash_ops,,False,,7343.165397644043,caching_operations,hard,llama3.2:3b,Model did not call any tool,hybrid,2,0,False,,,"['security_operations', 'authentication_operations', 'cloud_storage_operations', 'caching_operations', 'secrets_operations']",False,False,False,[],,,0,{},,,0,,,4096,273,4369,,[],,False,False,,,,[],[]
Set redrive policy,set_redrive_policy,,False,,7673.623085021973,queue_operations,expert,llama3.2:3b,Model did not call any tool,hybrid,2,0,False,,,"['rate_limiting_operations', 'compliance_operations', 'cloud_storage_operations', 'authentication_operations', 'devops_operations']",False,False,False,[],,,0,{},,,0,,,4096,305,4401,,[],,False,False,,,,[],[]
Set up audit logging,enable_access_logging,,False,,6612.761974334717,cloud_storage_operations,expert,llama3.2:3b,Model did not call any tool,hybrid,2,0,False,,,"['logging_operations', 'monitoring_operations', 'authentication_operations', 'compliance_operations', 'analytics_operations']",False,False,False,[],,,0,{},,,0,,,4096,212,4308,,[],,False,False,,,,[],[]
Organize devices into groups,create_device_group,,False,,8199.893951416016,iot_operations,expert,llama3.2:3b,Model did not call any tool,hybrid,2,0,False,,,"['iot_operations', 'social_media_operations', 'healthcare_operations', 'ecommerce_operations', 'messaging_operations']",False,False,False,[],,,0,{},,,0,,,4096,351,4447,,[],,False,False,,,,[],[]
Find relevant FAQs for this question,semantic_search,,False,,4754.6186447143555,ai_ml_operations,expert,llama3.2:3b,Model did not call any tool,hybrid,2,0,False,,,"['search_operations', 'math_operations', 'system_operations', 'compliance_operations', 'devops_operations']",False,False,False,[],,,0,{},,,0,,,4096,39,4135,,[],,False,False,,,,[],[]
Create a new product,create_product,,False,,6935.0550174713135,ecommerce_operations,expert,llama3.2:3b,Model did not call any tool,hybrid,2,0,False,,,"['ecommerce_operations', 'iot_operations', 'social_media_operations', 'healthcare_operations', 'backup_operations']",False,False,False,[],,,0,{},,,0,,,4096,240,4336,,[],,False,False,,,,[],[]
Add reaction to message,create_message_reaction,,False,,8254.58812713623,messaging_operations,hard,llama3.2:3b,Model did not call any tool,hybrid,2,0,False,,,"['messaging_operations', 'notification_operations', 'email_operations', 'queue_operations', 'text_operations']",False,False,False,[],,,0,{},,,0,,,4096,355,4451,,[],,False,False,,,,[],[]
Find files with the same content in the directory,find_duplicates,,False,,6337.852001190186,file_operations,expert,llama3.2:3b,Model did not call any tool,hybrid,2,0,False,,,"['file_operations', 'document_operations', 'image_operations', 'search_operations', 'text_operations']",False,False,False,[],,,0,{},,,0,,,4096,188,4284,,[],,False,False,,,,[],[]
Upload new firmware,manage_firmware,,False,,6718.203783035278,iot_operations,expert,llama3.2:3b,Model did not call any tool,hybrid,2,0,False,,,"['iot_operations', 'devops_operations', 'security_operations', 'system_operations', 'networking_operations']",False,False,False,[],,,0,{},,,0,,,4096,221,4317,,[],,False,False,,,,[],[]
Check queue throughput,get_queue_metrics,,False,,5701.752185821533,queue_operations,hard,llama3.2:3b,Model did not call any tool,hybrid,2,0,False,,,"['queue_operations', 'rate_limiting_operations', 'system_operations', 'monitoring_operations', 'payment_operations']",False,False,False,[],,,0,{},,,0,,,4096,132,4228,,[],,False,False,,,,[],[]
