prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Alert when temperature exceeds 30,configure_device_alert,,False,,3465.205192565918,iot_operations,hard,llama3.2:3b,No tool selected in step,clustering,5,2,False,,,"['math_operations', 'system_operations']",False,False,False,[],,,0,{},,,0,,,2701,75,2776,,[],,False,False,,,,[],[]
Export analytics report,generate_report,,False,,6567.756175994873,social_media_operations,hard,llama3.2:3b,No tool selected in step,clustering,10,4,False,False,data_operations,"['data_operations', 'system_operations', 'data_operations', 'data_operations', 'data_operations']",False,False,False,[],,,0,{},,,0,,,5249,172,5421,,[],,False,False,,,,[],[]
Complete discharge documentation,generate_discharge_summary,,False,,3688.035011291504,healthcare_operations,hard,llama3.2:3b,No tool selected in step,clustering,5,2,False,,,"['healthcare_operations', 'healthcare_operations']",False,False,False,[],,,0,{},,,0,,,2858,79,2937,,[],,False,False,,,,[],[]
Write a tweet about our new feature,generate_content,,False,,1809.3490600585938,social_media_operations,hard,llama3.2:3b,No tool selected in step,clustering,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,648,161,809,,[],,False,False,,,,[],[]
Archive orders older than one year,archive_data,,False,,1091.1579132080078,data_operations,hard,llama3.2:3b,No tool selected in step,clustering,2,0,False,True,data_operations,['data_operations'],False,False,False,[],,,0,{},,,0,,,1028,55,1083,,[],,False,False,,,,[],[]
Find the Fibonacci number at position 20,fibonacci,,False,,6654.016971588135,math_operations,hard,ollama,Max steps (10) reached without selection,clustering,10,5,False,,,"['math_operations', 'math_operations', 'math_operations', 'math_operations', 'math_operations']",False,False,False,[],,,0,{},,,0,,,5085,145,5230,,[],,False,False,,,,[],[]
Validate the card before charging,verify_payment_method,,False,,2564.545154571533,payment_operations,hard,llama3.2:3b,No tool selected in step,clustering,3,1,False,,,['payment_operations'],False,False,False,[],,,0,{},,,0,,,1680,83,1763,,[],,False,False,,,,[],[]
Acquire distributed lock,manage_cache_locks,manage_cache_locks,True,,2765.803813934326,caching_operations,hard,llama3.2:3b,,clustering,4,1,False,True,caching_operations,"['system_operations', 'caching_operations']",False,False,False,[],,,0,{},,,0,,,2052,114,2166,,[],,False,False,,,,[],[]
Give me walking directions to the restaurant,get_directions,,False,,10397.43709564209,location_operations,hard,llama3.2:3b,No tool selected in step,clustering,9,4,False,,,"['location_operations', 'location_operations', 'location_operations', 'location_operations']",False,False,False,[],,,0,{},,,0,,,4910,516,5426,,[],,False,False,,,,[],[]
Calculate the MD5 checksum of this text,hash_data,,False,,955.679178237915,system_operations,hard,llama3.2:3b,No tool selected in step,clustering,2,0,False,False,math_operations,['math_operations'],False,False,False,[],,,0,{},,,0,,,989,45,1034,,[],,False,False,,,,[],[]
