prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Store user data in hash,cache_hash_ops,,False,,7260.707855224609,caching_operations,hard,llama3.2:3b,Model did not call any tool,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,4096,266,4362,,[],,False,False,,,,[],[]
Set redrive policy,set_redrive_policy,,False,,5185.732841491699,queue_operations,expert,llama3.2:3b,Model did not call any tool,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,4096,90,4186,,[],,False,False,,,,[],[]
Set up audit logging,enable_access_logging,,False,,7189.820289611816,cloud_storage_operations,expert,llama3.2:3b,Model did not call any tool,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,4096,266,4362,,[],,False,False,,,,[],[]
Create a device collection,create_device_group,,False,,5788.1269454956055,iot_operations,expert,llama3.2:3b,Model did not call any tool,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,4096,143,4239,,[],,False,False,,,,[],[]
Find documents about climate change,semantic_search,,False,,8744.556188583374,ai_ml_operations,expert,llama3.2:3b,Model did not call any tool,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,4096,401,4497,,[],,False,False,,,,[],[]
Create a product listing,create_product,,False,,5205.487251281738,ecommerce_operations,expert,llama3.2:3b,Model did not call any tool,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,4096,92,4188,,[],,False,False,,,,[],[]
Add reaction to message,create_message_reaction,,False,,4852.198123931885,messaging_operations,hard,llama3.2:3b,Model did not call any tool,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,4096,61,4157,,[],,False,False,,,,[],[]
Identify duplicate images in the media library,find_duplicates,,False,,10827.060222625732,file_operations,expert,llama3.2:3b,Model did not call any tool,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,4096,582,4678,,[],,False,False,,,,[],[]
Deploy firmware update,manage_firmware,,False,,4977.46729850769,iot_operations,expert,llama3.2:3b,Model did not call any tool,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,4096,72,4168,,[],,False,False,,,,[],[]
Check queue throughput,get_queue_metrics,,False,,7504.467248916626,queue_operations,hard,llama3.2:3b,Model did not call any tool,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,4096,293,4389,,[],,False,False,,,,[],[]
