prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Check if this is a real address,validate_address,validate_address,True,,3532.5138568878174,location_operations,hard,llama3.2:3b,,adaptive_rag,2,0,False,,location_operations,"['location_operations', 'email_operations']",False,False,False,[],,,0,{},,,0,3,elbow,655,44,699,True,"['validate_address', 'reverse_geocode', 'verify_email_address']",1,False,False,,,,[],[]
Set up kit pricing,manage_product_bundles,manage_product_bundles,True,,1013.4119987487793,ecommerce_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,ecommerce_operations,"['payment_operations', 'ecommerce_operations']",False,False,False,[],,,0,{},,,0,3,threshold,799,26,825,True,"['manage_product_bundles', 'create_invoice', 'apply_coupon']",1,False,False,,,,[],[]
Process queue messages,process_jobs,process_jobs,True,,1146.5301513671875,queue_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,queue_operations,"['caching_operations', 'queue_operations']",False,False,False,[],,,0,{},,,0,4,threshold,816,38,854,True,"['get_queue_metrics', 'process_jobs', 'batch_delete_messages', 'cache_list_ops']",2,False,False,,,,[],[]
Make a snapshot,create_backup,backup_cache,False,,1273.8170623779297,backup_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,caching_operations,"['image_operations', 'backup_operations', 'caching_operations']",False,False,False,[],,,0,{},,,0,3,bounded,756,55,811,True,"['backup_cache', 'create_backup', 'compare_images']",2,False,False,,,,[],[]
Import SSL certificate,manage_ssl_certificate,manage_ssl_certificate,True,,1014.4803524017334,devops_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,devops_operations,"['security_operations', 'authentication_operations', 'devops_operations']",False,False,False,[],,,0,{},,,0,3,bounded,817,25,842,True,"['manage_ssl_certificate', 'decrypt_file', 'manage_identity_verification']",1,False,False,,,,[],[]
Set up sales tax,configure_tax_rules,configure_tax_rules,True,,1240.1351928710938,ecommerce_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,ecommerce_operations,"['payment_operations', 'ecommerce_operations']",False,False,False,[],,,0,{},,,0,3,bounded,911,38,949,True,"['configure_tax_rules', 'create_invoice', 'manage_product_bundles']",1,False,False,,,,[],[]
Remove processed messages,batch_delete_messages,batch_delete_messages,True,,1427.4771213531494,queue_operations,hard,llama3.2:3b,,adaptive_rag,2,0,False,,queue_operations,"['workflow_operations', 'audio_operations', 'caching_operations', 'queue_operations']",False,False,False,[],,,0,{},,,0,5,threshold,1024,42,1066,True,"['batch_delete_messages', 'cache_list_ops', 'cancel_workflow', 'remove_noise', 'get_queue_metrics']",1,False,False,,,,[],[]
Define a user cohort,segment_users,segment_users,True,,1304.1272163391113,analytics_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,analytics_operations,"['security_operations', 'social_media_operations', 'analytics_operations']",False,False,False,[],,,0,{},,,0,3,bounded,898,43,941,True,"['segment_users', 'create_campaign', 'generate_jwt']",1,False,False,,,,[],[]
Show fee breakdown,calculate_payment_fees,calculate_payment_fees,True,,1615.6573295593262,payment_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,payment_operations,"['payment_operations', 'ecommerce_operations', 'rate_limiting_operations']",False,False,False,[],,,0,{},,,0,4,threshold,1046,56,1102,True,"['calculate_payment_fees', 'get_quota_usage', 'create_quota', 'manage_product_bundles']",1,False,False,,,,[],[]
Create event template,create_event_template,create_event_template,True,,1334.7880840301514,calendar_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,calendar_operations,"['calendar_operations', 'notification_operations']",False,False,False,[],,,0,{},,,0,3,bounded,815,53,868,True,"['create_event_template', 'create_notification_template', 'export_calendar']",1,False,False,,,,[],[]
