prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Trace user flow,analyze_user_journey,,False,,665.790319442749,analytics_operations,expert,llama-3.3-70b,No tool selected in step,clustering,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,1741,274,2015,,[],,False,False,,,,[],[]
Drop the old_status column,drop_column,analyze_database_performance,False,,784.7297191619873,data_operations,hard,llama-3.3-70b,,clustering,2,0,False,False,database_operations,['database_operations'],False,False,False,[],,,0,{},,,0,,,2219,57,2276,,[],,False,False,,,,[],[]
Set up API authentication,create_api_key,create_api_key,True,,724.7204780578613,authentication_operations,expert,llama-3.3-70b,,clustering,2,0,False,True,authentication_operations,['authentication_operations'],False,False,False,[],,,0,{},,,0,,,2725,72,2797,,[],,False,False,,,,[],[]
Generate an RSA key pair,generate_keypair,generate_keypair,True,,793.2631969451904,security_operations,expert,llama-3.3-70b,,clustering,2,0,False,True,security_operations,['security_operations'],False,False,False,[],,,0,{},,,0,,,2629,49,2678,,[],,False,False,,,,[],[]
Set the folder permissions to 755,change_permissions,,False,,534.7208976745605,file_operations,hard,llama-3.3-70b,No tool selected in step,clustering,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,1745,145,1890,,[],,False,False,,,,[],[]
Remove all rows from the cache table,truncate_table,cache_hash_ops,False,,658.3459377288818,data_operations,hard,llama-3.3-70b,,clustering,2,0,False,False,caching_operations,['caching_operations'],False,False,False,[],,,0,{},,,0,,,2517,28,2545,,[],,False,False,,,,[],[]
Run directory sync,sync_directory,,False,,2111.6700172424316,authentication_operations,expert,llama-3.3-70b,No tool selected in step,clustering,2,0,False,False,file_operations,['file_operations'],False,False,False,[],,,0,{},,,0,,,2142,74,2216,,[],,False,False,,,,[],[]
Create a cron job for the cleanup script,schedule_task,schedule_task,True,,902.6598930358887,system_operations,expert,llama-3.3-70b,,clustering,2,0,False,True,system_operations,['system_operations'],False,False,False,[],,,0,{},,,0,,,2201,56,2257,,[],,False,False,,,,[],[]
Add picture-in-picture,add_video_overlay,add_video_overlay,True,,717.273473739624,video_operations,expert,llama-3.3-70b,,clustering,2,0,False,True,video_operations,['video_operations'],False,False,False,[],,,0,{},,,0,,,2839,64,2903,,[],,False,False,,,,[],[]
Count the number of words in this text,count_text,,False,,349.1201400756836,text_operations,hard,llama-3.3-70b,No tool selected in step,clustering,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,1746,64,1810,,[],,False,False,,,,[],[]
