prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Mail the user,send_email,send_email,True,,455.5337429046631,email_operations,expert,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,7136.0,29.0,7165.0,,[],,False,False,,,,[],[]
Email using template,send_template_email,send_template_email,True,,713.6809825897217,email_operations,expert,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,7136.0,75.0,7211.0,,[],,False,False,,,,[],[]
Create invoice template,create_email_template,create_email_template,True,,476.1314392089844,email_operations,expert,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,7136.0,65.0,7201.0,,[],,False,False,,,,[],[]
Get delivery status,get_email_status,get_email_status,True,,539.6966934204102,email_operations,medium,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,7136.0,20.0,7156.0,,[],,False,False,,,,[],[]
Add to mailing list,manage_mailing_list,manage_mailing_list,True,,488.7707233428955,email_operations,expert,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,7137.0,45.0,7182.0,,[],,False,False,,,,[],[]
Send bulk email,send_bulk_email,send_bulk_email,True,,485.40687561035156,email_operations,expert,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,7136.0,50.0,7186.0,,[],,False,False,,,,[],[]
Check email deliverability,validate_email,,False,,1041.6827201843262,email_operations,hard,llama-3.3-70b,"Error code: 400 - {'message': ""Failed to generate tool_calls. Please adjust your prompt. See 'failed_generation' for more details. Exception: No valid function calls generated"", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': 'test_email_deliverability(from=\'example@company.com\', template=\'default_template\', test_providers=\'[""gmail"", ""outlook"", ""yahoo""]\', include_authentication=true, content_analysis=true)'}",mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,,,,,[],,False,False,,,,[],[]
Campaign performance,get_email_analytics,get_email_analytics,True,,514.1820907592773,email_operations,expert,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,7135.0,29.0,7164.0,,[],,False,False,,,,[],[]
Configure email domain,configure_email_domain,configure_email_domain,True,,59833.6660861969,email_operations,hard,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,7136.0,17.0,7153.0,,[],,False,False,,,,[],[]
Handle email bounces,handle_bounce,handle_bounce,True,,656.0695171356201,email_operations,hard,llama-3.3-70b,,mcp,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,7137.0,43.0,7180.0,,[],,False,False,,,,[],[]
