prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Search for images,search_images,,False,,973.8354682922363,search_operations,expert,llama-3.3-70b,No tool selected in step,clustering,2,0,False,False,image_operations,['image_operations'],False,False,False,[],,,0,{},,,0,,,2625,116,2741,,[],,False,False,,,,[],[]
Export patient record,generate_patient_summary,generate_patient_summary,True,,1539.5793914794922,healthcare_operations,expert,llama-3.3-70b,,clustering,2,0,False,True,healthcare_operations,['healthcare_operations'],False,False,False,[],,,0,{},,,0,,,2768,59,2827,,[],,False,False,,,,[],[]
Decode all barcodes in the image,read_barcode,read_barcode,True,,1474.5442867279053,image_operations,hard,llama-3.3-70b,,clustering,2,0,False,True,image_operations,['image_operations'],False,False,False,[],,,0,{},,,0,,,2633,27,2660,,[],,False,False,,,,[],[]
Remove allergy from record,update_allergy_list,update_allergy_list,True,,700.4947662353516,healthcare_operations,expert,llama-3.3-70b,,clustering,2,0,False,True,healthcare_operations,['healthcare_operations'],False,False,False,[],,,0,{},,,0,,,2770,36,2806,,[],,False,False,,,,[],[]
Remind me about this email tomorrow,snooze_email,,False,,965.569257736206,email_operations,hard,llama-3.3-70b,No tool selected in step,clustering,2,0,False,False,notification_operations,['notification_operations'],False,False,False,[],,,0,{},,,0,,,2495,98,2593,,[],,False,False,,,,[],[]
Find world-writable files,audit_permissions,,False,,1051.9301891326904,security_operations,expert,llama-3.3-70b,No tool selected in step,clustering,2,0,False,False,system_operations,['system_operations'],False,False,False,[],,,0,{},,,0,,,2397,240,2637,,[],,False,False,,,,[],[]
URL decode the text,decode_text,,False,,391.53122901916504,text_operations,hard,llama-3.3-70b,No tool selected in step,clustering,1,0,False,,,[],False,False,False,[],,,0,{},,,0,,,2107,112,2219,,[],,False,False,,,,[],[]
Estimate segment size,manage_notification_segments,,False,,1645.643949508667,notification_operations,expert,llama-3.3-70b,No tool selected in step,clustering,2,0,False,False,data_operations,['data_operations'],False,False,False,[],,,0,{},,,0,,,2510,400,2910,,[],,False,False,,,,[],[]
Create visualization charts,create_dashboard,create_dashboard,True,,830.8897018432617,analytics_operations,expert,llama-3.3-70b,,clustering,2,0,False,True,analytics_operations,['analytics_operations'],False,False,False,[],,,0,{},,,0,,,2618,77,2695,,[],,False,False,,,,[],[]
Resolve DNS records,dns_lookup,dns_lookup,True,,1621.3974952697754,networking_operations,hard,llama-3.3-70b,,clustering,2,0,False,True,networking_operations,['networking_operations'],False,False,False,[],,,0,{},,,0,,,2579,43,2622,,[],,False,False,,,,[],[]
