prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Send daily digest email,send_digest_notification,schedule_email_digest,False,,10719.712257385254,notification_operations,expert,llama-3.3-70b,,rag,2,0,False,,email_operations,"['web_operations', 'notification_operations', 'messaging_operations', 'email_operations']",False,False,False,[],,,0,{},,,0,,,3236,56,3292,True,"['schedule_email_digest', 'send_digest_notification', 'manage_notification_digest', 'send_email', 'schedule_message', 'send_email', 'send_email', 'snooze_email', 'schedule_notification', 'send_bulk_email']",2,False,False,,,,[],[]
Test backup restorability,verify_backup,verify_backup,True,,467.91672706604004,backup_operations,hard,llama-3.3-70b,,rag,2,0,False,,backup_operations,"['database_operations', 'backup_operations', 'testing_operations']",False,False,False,[],,,0,{},,,0,,,2709,31,2740,True,"['verify_backup', 'create_backup', 'replicate_backup', 'restore_backup', 'export_backup', 'manage_test_environment', 'create_mock', 'schedule_backup', 'restore_database', 'manage_test_data']",1,False,False,,,,[],[]
Label training data,create_labeling_job,create_labeling_job,True,,559.1356754302979,ai_ml_operations,expert,llama-3.3-70b,,rag,2,0,False,,ai_ml_operations,"['ai_ml_operations', 'image_operations', 'audio_operations']",False,False,False,[],,,0,{},,,0,,,3077,76,3153,True,"['create_labeling_job', 'train_model', 'extract_vocals', 'audio_fingerprint', 'set_audio_metadata', 'evaluate_model', 'detect_objects', 'compare_models', 'analyze_audio', 'record_audio']",1,False,False,,,,[],[]
Increase relevance of popular items,boost_search_results,boost_search_results,True,,670.3078746795654,search_operations,expert,llama-3.3-70b,,rag,2,0,False,,search_operations,"['search_operations', 'social_media_operations']",False,False,False,[],,,0,{},,,0,,,2718,31,2749,True,"['boost_search_results', 'rerank_results', 'personalize_search', 'curate_content', 'get_suggestions', 'analyze_competitor', 'track_brand_mentions', 'search_typeahead', 'get_mentions', 'search_products']",1,False,False,,,,[],[]
Export the data to a CSV file,export_csv,export_csv,True,,499.0851879119873,data_operations,expert,llama-3.3-70b,,rag,2,0,False,,data_operations,"['database_operations', 'data_operations', 'logging_operations', 'file_operations', 'payment_operations', 'ecommerce_operations', 'compliance_operations', 'backup_operations', 'calendar_operations']",False,False,False,[],,,0,{},,,0,,,2999,38,3037,True,"['export_csv', 'export_data', 'export_logs', 'extract_archive', 'export_calendar', 'generate_payment_report', 'export_backup', 'generate_sales_report', 'generate_audit_log', 'process_data_subject_request']",1,False,False,,,,[],[]
Create database trigger,manage_database_triggers,manage_database_triggers,True,,493.0875301361084,database_operations,expert,llama-3.3-70b,,rag,2,0,False,,database_operations,"['data_operations', 'database_operations', 'workflow_operations']",False,False,False,[],,,0,{},,,0,,,2845,58,2903,True,"['manage_database_triggers', 'create_table', 'insert_record', 'add_column', 'create_workflow', 'execute_query', 'manage_database_partitions', 'manage_database_schema_changes', 'execute_transaction', 'query_database']",1,False,False,,,,[],[]
Restore the database from backup,restore_database,restore_database,True,,372.3015785217285,database_operations,expert,llama-3.3-70b,,rag,2,0,False,,database_operations,"['database_operations', 'devops_operations', 'data_operations', 'cloud_storage_operations', 'backup_operations']",False,False,False,[],,,0,{},,,0,,,2748,30,2778,True,"['restore_database', 'restore_backup', 'export_backup', 'list_backups', 'run_database_migration', 'create_backup', 'clone_table', 'verify_backup', 'rollback_deployment', 'restore_archived_object']",1,False,False,,,,[],[]
Add full-text search to cache,create_cache_index,create_cache_index,True,,505.5811405181885,caching_operations,expert,llama-3.3-70b,,rag,2,0,False,,caching_operations,"['search_operations', 'caching_operations', 'messaging_operations', 'ai_ml_operations']",False,False,False,[],,,0,{},,,0,,,2613,50,2663,True,"['create_cache_index', 'cache_get', 'search_documents', 'search_typeahead', 'search_emails', 'manage_cache_policy', 'semantic_search', 'search_messages', 'get_suggestions', 'manage_cache_policy']",1,False,False,,,,[],[]
Migrate the index,reindex,reindex,True,,397.228479385376,search_operations,expert,llama-3.3-70b,,rag,2,0,False,,search_operations,"['database_operations', 'devops_operations', 'data_operations', 'caching_operations', 'search_operations', 'web_operations']",False,False,False,[],,,0,{},,,0,,,2627,20,2647,True,"['reindex', 'drop_index', 'run_database_migration', 'manage_database_schema', 'create_cache_index', 'clone_table', 'bulk_index', 'manage_database_schema_changes', 'sitemap_parse', 'rerank_results']",1,False,False,,,,[],[]
Configure passkey authentication,configure_passwordless,configure_passwordless,True,,410.778284072876,authentication_operations,expert,llama-3.3-70b,,rag,2,0,False,,authentication_operations,"['web_operations', 'security_operations', 'authentication_operations']",False,False,False,[],,,0,{},,,0,,,2974,44,3018,True,"['configure_passwordless', 'authenticate_user', 'verify_password_hash', 'setup_oauth_provider', 'manage_mfa', 'generate_api_key', 'enable_mfa', 'oauth_authenticate', 'decrypt_data', 'create_api_key']",1,False,False,,,,[],[]
