prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Create weekly activity summary,send_digest_notification,send_digest_notification,True,,492.0034408569336,notification_operations,expert,llama-3.3-70b,,hybrid,2,0,False,True,notification_operations,"['calendar_operations', 'logging_operations', 'analytics_operations', 'scheduling_operations', 'payment_operations', 'notification_operations', 'workflow_operations']",False,False,False,[],,,0,{},,,0,,,6445,45,6490,,[],,False,False,,,,[],[]
Verify backup integrity,verify_backup,verify_backup,True,,491.0013675689697,backup_operations,hard,llama-3.3-70b,,hybrid,2,0,False,True,backup_operations,"['backup_operations', 'system_operations', 'security_operations', 'compliance_operations', 'database_operations', 'secrets_operations', 'email_operations']",False,False,False,[],,,0,{},,,0,,,4778,24,4802,,[],,False,False,,,,[],[]
Label training data,create_labeling_job,create_labeling_job,True,,654.2108058929443,ai_ml_operations,expert,llama-3.3-70b,,hybrid,2,0,False,True,ai_ml_operations,"['ai_ml_operations', 'audio_operations', 'text_operations', 'data_operations', 'analytics_operations', 'video_operations', 'rate_limiting_operations']",False,False,False,[],,,0,{},,,0,,,6763,57,6820,,[],,False,False,,,,[],[]
Prioritize recent content,boost_search_results,boost_search_results,True,,807.0006370544434,search_operations,expert,llama-3.3-70b,,hybrid,2,0,False,True,search_operations,"['search_operations', 'caching_operations', 'social_media_operations', 'logging_operations', 'video_operations', 'notification_operations', 'healthcare_operations']",False,False,False,[],,,0,{},,,0,,,7183,44,7227,,[],,False,False,,,,[],[]
Download query results as CSV,export_csv,export_csv,True,,797.3847389221191,data_operations,expert,llama-3.3-70b,,hybrid,2,0,False,True,data_operations,"['web_operations', 'data_operations', 'search_operations', 'database_operations', 'logging_operations', 'ecommerce_operations', 'caching_operations']",False,False,False,[],,,0,{},,,0,,,7858,37,7895,,[],,False,False,,,,[],[]
Disable trigger,manage_database_triggers,manage_database_triggers,True,,1107.5522899627686,database_operations,expert,llama-3.3-70b,,hybrid,2,0,False,True,database_operations,"['monitoring_operations', 'rate_limiting_operations', 'authentication_operations', 'healthcare_operations', 'queue_operations', 'database_operations', 'notification_operations']",False,False,False,[],,,0,{},,,0,,,6590,37,6627,,[],,False,False,,,,[],[]
Import the SQL dump,restore_database,execute_query,False,,544.9943542480469,database_operations,expert,llama-3.3-70b,,hybrid,2,0,False,True,database_operations,"['data_operations', 'database_operations', 'backup_operations', 'payment_operations', 'networking_operations', 'text_operations', 'logging_operations']",False,False,False,[],,,0,{},,,0,,,5683,19,5702,,[],,False,False,,,,[],[]
Create cache search index,create_cache_index,create_cache_index,True,,801.9990921020508,caching_operations,expert,llama-3.3-70b,,hybrid,2,0,False,True,caching_operations,"['caching_operations', 'search_operations', 'logging_operations', 'cloud_storage_operations', 'web_operations', 'file_operations', 'location_operations']",False,False,False,[],,,0,{},,,0,,,5868,72,5940,,[],,False,False,,,,[],[]
Copy documents to new index,reindex,reindex,True,,653.5310745239258,search_operations,expert,llama-3.3-70b,,hybrid,2,0,False,True,search_operations,"['file_operations', 'search_operations', 'caching_operations', 'backup_operations', 'document_operations', 'data_operations', 'devops_operations']",False,False,False,[],,,0,{},,,0,,,5829,32,5861,,[],,False,False,,,,[],[]
Enable WebAuthn,configure_passwordless,configure_passwordless,True,,672.7421283721924,authentication_operations,expert,llama-3.3-70b,,hybrid,2,0,False,True,authentication_operations,"['authentication_operations', 'security_operations', 'compliance_operations', 'iot_operations', 'web_operations', 'cloud_storage_operations', 'calendar_operations']",False,False,False,[],,,0,{},,,0,,,6123,23,6146,,[],,False,False,,,,[],[]
