prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Send an email,send_email,send_email,True,,2929.384231567383,email_operations,expert,llama-3.3-70b,,rag,2,0,False,,email_operations,['email_operations'],False,False,False,[],,,0,{},,,0,,,2748.0,37.0,2785.0,True,"['send_email', 'send_template_email', 'create_email_campaign', 'verify_email_address', 'send_bulk_email', 'configure_email_domain', 'setup_email_automation', 'set_email_auto_reply', 'configure_email_domain', 'test_email_deliverability']",1,False,False,,,,[],[]
Send templated email,send_template_email,,False,,393.7830924987793,email_operations,expert,llama-3.3-70b,"Error code: 400 - {'message': ""Failed to generate tool_calls. Please adjust your prompt. See 'failed_generation' for more details. Exception: No valid function calls generated"", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': 'send_template_email(template=\'order_confirmation\', to=\'customer@example.com\', variables=\'{""order_id"": ""12345"", ""items"": [{""name"": ""Product A"", ""price"": 9.99}, {""name"": ""Product B"", ""price"": 19.99}], ""total"": 29.98}\', locale=\'en-US\', from=\'support@example.com\')'}",rag,2,0,False,,,['email_operations'],False,False,False,[],,,0,{},,,0,,,,,,True,"['send_template_email', 'send_email', 'create_email_template', 'create_email_campaign', 'manage_email_template_variables', 'send_bulk_email', 'create_email_signature', 'setup_email_automation', 'test_email_deliverability', 'get_email_headers']",1,False,False,,,,[],[]
Create email template,create_email_template,create_email_template,True,,376.9195079803467,email_operations,expert,llama-3.3-70b,,rag,2,0,False,,email_operations,['email_operations'],False,False,False,[],,,0,{},,,0,,,2727.0,47.0,2774.0,True,"['send_template_email', 'create_email_template', 'manage_email_template_variables', 'create_email_signature', 'send_email', 'create_email_campaign', 'setup_email_automation', 'test_email_deliverability', 'schedule_email_digest', 'archive_email']",2,False,False,,,,[],[]
Get delivery status,get_email_status,get_email_status,True,,371.50096893310547,email_operations,medium,llama-3.3-70b,,rag,2,0,False,,email_operations,['email_operations'],False,False,False,[],,,0,{},,,0,,,2537.0,20.0,2557.0,True,"['get_email_status', 'get_email_headers', 'configure_email_domain', 'test_email_deliverability', 'send_email', 'send_template_email', 'verify_email_address', 'get_email_attachments', 'setup_email_automation', 'configure_email_domain']",1,False,False,,,,[],[]
Update subscriber,manage_mailing_list,manage_mailing_list,True,,375.582218170166,email_operations,expert,llama-3.3-70b,,rag,2,0,False,,email_operations,['email_operations'],False,False,False,[],,,0,{},,,0,,,2785.0,40.0,2825.0,True,"['manage_mailing_list', 'manage_email_list', 'schedule_email_digest', 'create_email_campaign', 'send_bulk_email', 'get_email_status', 'setup_email_automation', 'set_email_auto_reply', 'snooze_email', 'send_email']",1,False,False,,,,[],[]
Send bulk email,send_bulk_email,send_bulk_email,True,,374.24254417419434,email_operations,expert,llama-3.3-70b,,rag,2,0,False,,email_operations,['email_operations'],False,False,False,[],,,0,{},,,0,,,2819.0,50.0,2869.0,True,"['send_bulk_email', 'import_emails', 'send_email', 'create_email_campaign', 'export_emails', 'send_template_email', 'verify_email_address', 'manage_email_list', 'setup_email_automation', 'configure_email_domain']",1,False,False,,,,[],[]
Validate email address,validate_email,validate_email,True,,810.9018802642822,email_operations,hard,llama-3.3-70b,,rag,2,0,False,,email_operations,['email_operations'],False,False,False,[],,,0,{},,,0,,,2563.0,27.0,2590.0,True,"['verify_email_address', 'validate_email', 'verify_email_address', 'configure_email_domain', 'configure_email_domain', 'manage_email_list', 'setup_email_automation', 'create_email_signature', 'get_email_headers', 'test_email_deliverability']",2,False,False,,,,[],[]
Campaign performance,get_email_analytics,analyze_email_metrics,False,,436.0010623931885,email_operations,expert,llama-3.3-70b,,rag,2,0,False,,email_operations,['email_operations'],False,False,False,[],,,0,{},,,0,,,2619.0,44.0,2663.0,True,"['get_email_analytics', 'analyze_email_metrics', 'create_email_campaign', 'send_bulk_email', 'test_email_deliverability', 'get_email_attachments', 'get_email_status', 'get_email_headers', 'manage_email_template_variables', 'send_email']",1,False,False,,,,[],[]
Verify email domain,configure_email_domain,configure_email_domain,True,,401.8237590789795,email_operations,hard,llama-3.3-70b,,rag,2,0,False,,email_operations,['email_operations'],False,False,False,[],,,0,{},,,0,,,2591.0,17.0,2608.0,True,"['configure_email_domain', 'verify_email_address', 'validate_email', 'verify_email_address', 'configure_email_domain', 'get_email_headers', 'test_email_deliverability', 'create_email_signature', 'send_email', 'manage_email_list']",1,False,False,,,,[],[]
List bounced emails,handle_bounce,handle_bounce,True,,420.9027290344238,email_operations,hard,llama-3.3-70b,,rag,2,0,False,,email_operations,['email_operations'],False,False,False,[],,,0,{},,,0,,,2516.0,24.0,2540.0,True,"['handle_bounce', 'manage_email_list', 'get_email_status', 'get_email_headers', 'manage_mailing_list', 'send_email', 'send_bulk_email', 'test_email_deliverability', 'configure_email_domain', 'validate_email']",1,False,False,,,,[],[]
