prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Trace user flow,analyze_user_journey,analyze_user_journey,True,,3517.667531967163,analytics_operations,expert,llama-3.3-70b,,rag,2,0,False,,analytics_operations,"['analytics_operations', 'search_operations', 'compliance_operations', 'system_operations', 'workflow_operations', 'security_operations', 'logging_operations']",False,False,False,[],,,0,{},,,0,,,1576,48,1624,True,"['correlate_logs', 'analyze_user_journey', 'track_event', 'tail_logs', 'get_workflow_metrics', 'secrets_scan', 'process_data_subject_request', 'get_workflow_status', 'search_logs', 'get_memory_info']",2,False,False,,,,[],[]
Remove the deprecated column from users,drop_column,drop_column,True,,365.8583164215088,data_operations,hard,llama-3.3-70b,,rag,2,0,False,,data_operations,"['analytics_operations', 'database_operations', 'ecommerce_operations', 'devops_operations', 'data_operations', 'authentication_operations', 'logging_operations']",False,False,False,[],,,0,{},,,0,,,1606,24,1630,True,"['drop_column', 'revoke_api_key', 'truncate_table', 'rename_column', 'manage_database_schema_changes', 'manage_abandoned_carts', 'set_log_retention', 'rollback_deployment', 'segment_users', 'manage_session']",1,False,False,,,,[],[]
Set up API authentication,create_api_key,setup_oauth_provider,False,,456.3312530517578,authentication_operations,expert,llama-3.3-70b,,rag,2,0,False,,authentication_operations,"['security_operations', 'authentication_operations', 'web_operations']",False,False,False,[],,,0,{},,,0,,,1983,97,2080,True,"['create_api_key', 'oauth_authenticate', 'setup_oauth_provider', 'manage_oauth', 'revoke_api_key', 'configure_passwordless', 'create_user', 'manage_identity_verification', 'generate_jwt', 'manage_mfa']",1,False,False,,,,[],[]
Create a new SSH key pair,generate_keypair,generate_keypair,True,,442.75355339050293,security_operations,expert,llama-3.3-70b,,rag,2,0,False,,security_operations,"['document_operations', 'security_operations', 'authentication_operations']",False,False,False,[],,,0,{},,,0,,,1898,38,1936,True,"['generate_keypair', 'create_api_key', 'rotate_keys', 'create_user', 'configure_passwordless', 'create_signature', 'generate_password', 'generate_certificate', 'revoke_api_key', 'add_digital_signature']",1,False,False,,,,[],[]
Remove write access from the log file,change_permissions,change_permissions,True,,374.33457374572754,file_operations,hard,llama-3.3-70b,,rag,2,0,False,,file_operations,"['cloud_storage_operations', 'file_operations', 'math_operations', 'logging_operations']",False,False,False,[],,,0,{},,,0,,,1664,23,1687,True,"['tail_logs', 'change_permissions', 'set_log_retention', 'export_logs', 'set_owner', 'correlate_logs', 'logarithm', 'create_log_alert', 'aggregate_logs', 'delete_cloud_file']",2,False,False,,,,[],[]
Truncate the sessions table,truncate_table,truncate_table,True,,886.5928649902344,data_operations,hard,llama-3.3-70b,,rag,2,0,False,,data_operations,"['ecommerce_operations', 'scheduling_operations', 'web_operations', 'data_operations', 'authentication_operations', 'system_operations', 'workflow_operations', 'logging_operations', 'container_operations']",False,False,False,[],,,0,{},,,0,,,1453,23,1476,True,"['truncate_table', 'manage_session', 'delete_scheduled_job', 'stop_container', 'set_log_retention', 'cancel_workflow', 'http_delete', 'kill_process', 'revoke_api_key', 'manage_cart']",1,False,False,,,,[],[]
Sync users from Active Directory,sync_directory,sync_directory,True,,59823.83942604065,authentication_operations,expert,llama-3.3-70b,,rag,2,0,False,,authentication_operations,"['social_media_operations', 'database_operations', 'calendar_operations', 'authentication_operations', 'file_operations']",False,False,False,[],,,0,{},,,0,,,2070,76,2146,True,"['sync_directory', 'sync_directories', 'manage_mfa', 'create_user', 'sync_calendars', 'sync_calendars', 'manage_identity_verification', 'manage_followers', 'replicate_database', 'manage_followers']",1,False,False,,,,[],[]
Create a cron job for the cleanup script,schedule_task,schedule_task,True,,457.6864242553711,system_operations,expert,llama-3.3-70b,,rag,2,0,False,,system_operations,"['email_operations', 'web_operations', 'cloud_storage_operations', 'backup_operations', 'system_operations', 'workflow_operations', 'scheduling_operations']",False,False,False,[],,,0,{},,,0,,,1573,28,1601,True,"['delete_scheduled_job', 'create_scheduled_job', 'schedule_task', 'update_job_schedule', 'delete_backup', 'http_delete', 'delete_cloud_file', 'schedule_workflow', 'setup_email_automation', 'resume_scheduled_job']",3,False,False,,,,[],[]
Add logo to video,add_video_overlay,add_video_overlay,True,,393.7962055206299,video_operations,expert,llama-3.3-70b,,rag,2,0,False,,video_operations,"['video_operations', 'document_operations']",False,False,False,[],,,0,{},,,0,,,1989,56,2045,True,"['add_video_overlay', 'add_watermark', 'create_video_thumbnail', 'apply_video_filter', 'loop_video', 'add_chapter_markers', 'create_video_montage', 'stabilize_video', 'resize_video', 'adjust_video_speed']",1,False,False,,,,[],[]
Count the lines in the document,count_text,count_text,True,,364.6271228790283,text_operations,hard,llama-3.3-70b,,rag,2,0,False,,text_operations,"['data_operations', 'document_operations', 'text_operations', 'healthcare_operations']",False,False,False,[],,,0,{},,,0,,,1801,16,1817,True,"['word_count', 'count_text', 'count_records', 'add_page_numbers', 'add_page_numbers', 'generate_patient_summary', 'summarize_text', 'flatten_pdf', 'aggregate_data', 'document_clinical_note']",2,False,False,,,,[],[]
