prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Search stock images,search_images,search_images,True,,2673.527479171753,search_operations,expert,llama-3.3-70b,,rag,2,0,False,,search_operations,"['search_operations', 'image_operations']",False,False,False,[],,,0,{},,,0,,,1851,20,1871,True,"['search_images', 'query_images', 'overlay_images', 'create_collage', 'read_barcode', 'retrieve_barcode', 'index_document', 'search_code', 'search_with_filters', 'resize_image']",1,False,False,,,,[],[]
Create CCD document,generate_patient_summary,generate_patient_summary_alt,False,,424.0903854370117,healthcare_operations,expert,llama-3.3-70b,,rag,2,0,False,,healthcare_operations,"['ecommerce_operations', 'healthcare_operations', 'file_operations', 'payment_operations', 'security_operations', 'document_operations']",False,False,False,[],,,0,{},,,0,,,2035,23,2058,True,"['create_signature', 'generate_patient_summary', 'create_virtual_card', 'convert_document', 'create_order', 'document_procedure', 'generate_patient_summary_alt', 'extract_text', 'set_permissions', 'create_subscription']",2,False,False,,,,[],[]
Read the QR code from the photo,read_barcode,read_barcode,True,,455.2342891693115,image_operations,hard,llama-3.3-70b,,rag,2,0,False,,image_operations,"['search_operations', 'math_operations', 'video_operations', 'payment_operations', 'text_operations', 'image_operations']",False,False,False,[],,,0,{},,,0,,,1727,23,1750,True,"['read_barcode', 'retrieve_barcode', 'permutation_combination', 'decode_text', 'adjust_video_speed', 'search_images', 'apply_video_filter', 'rotate_image', 'create_virtual_card', 'resize_image']",1,False,False,,,,[],[]
Update patient allergies,update_allergy_list,update_allergy_list,True,,461.2236022949219,healthcare_operations,expert,llama-3.3-70b,,rag,2,0,False,,healthcare_operations,"['queue_operations', 'healthcare_operations', 'email_operations', 'notification_operations', 'iot_operations']",False,False,False,[],,,0,{},,,0,,,2024,53,2077,True,"['update_allergy_list', 'edit_allergy_list', 'generate_patient_summary_alt', 'generate_patient_summary', 'snooze_email_alt', 'manage_device_twin', 'snooze_email', 'document_procedure', 'batch_send_messages', 'manage_subscription']",1,False,False,,,,[],[]
Hide email until Monday,snooze_email,snooze_email,True,,635.601282119751,email_operations,hard,llama-3.3-70b,,rag,2,0,False,,email_operations,"['queue_operations', 'email_operations', 'scheduling_operations', 'notification_operations', 'iot_operations', 'messaging_operations']",False,False,False,[],,,0,{},,,0,,,1982,30,2012,True,"['snooze_email', 'snooze_email_alt', 'schedule_message', 'validate_email', 'manage_subscription', 'send_email', 'schedule_recurring', 'set_notification_rules', 'list_scheduled_jobs', 'schedule_device_job']",1,False,False,,,,[],[]
Find world-writable files,audit_permissions,audit_permissions,True,,524.8193740844727,security_operations,expert,llama-3.3-70b,,rag,2,0,False,,security_operations,"['search_operations', 'secrets_operations', 'logging_operations', 'cloud_storage_operations', 'file_operations', 'security_operations', 'document_operations']",False,False,False,[],,,0,{},,,0,,,1629,19,1648,True,"['set_permissions', 'audit_permissions', 'check_file_signature', 'copy_file', 'get_secret_versions', 'decrypt_file', 'set_object_lock', 'search_images', 'extract_text', 'write_log']",2,False,False,,,,[],[]
Decode the encoded string,decode_text,decode_text,True,,620.9065914154053,text_operations,hard,llama-3.3-70b,,rag,2,0,False,,text_operations,"['system_operations', 'file_operations', 'text_operations', 'security_operations', 'image_operations', 'document_operations']",False,False,False,[],,,0,{},,,0,,,1626,17,1643,True,"['decode_text', 'retrieve_barcode', 'read_barcode', 'compress_decompress', 'decrypt_file', 'extract_text', 'sanitize_input', 'extract_archive', 'replace_text', 'get_environment_variable']",1,False,False,,,,[],[]
Estimate segment size,manage_notification_segments,manage_notification_segments,True,,413.9719009399414,notification_operations,expert,llama-3.3-70b,,rag,2,0,False,,notification_operations,"['math_operations', 'analytics_operations', 'audio_operations', 'notification_operations', 'caching_operations', 'location_operations', 'image_operations']",False,False,False,[],,,0,{},,,0,,,1727,12,1739,True,"['segment_users', 'resize_image', 'read_barcode', 'split_audio', 'retrieve_barcode', 'manage_notification_segments', 'round_number', 'create_cohort', 'cache_stats', 'calculate_elevation']",6,False,False,,,,[],[]
Create a sales dashboard,create_dashboard,create_dashboard,True,,375.9787082672119,analytics_operations,expert,llama-3.3-70b,,rag,2,0,False,,analytics_operations,"['compliance_operations', 'ecommerce_operations', 'notification_operations', 'analytics_operations']",False,False,False,[],,,0,{},,,0,,,1984,79,2063,True,"['create_dashboard', 'generate_product_feed', 'create_order', 'segment_users', 'create_subscription', 'create_cohort', 'run_experiment_analysis', 'create_subscription', 'manage_notification_segments', 'generate_audit_log']",1,False,False,,,,[],[]
DNS lookup for domain,dns_lookup,dns_lookup,True,,469.9828624725342,networking_operations,hard,llama-3.3-70b,,rag,2,0,False,,networking_operations,"['web_operations', 'search_operations', 'system_operations', 'networking_operations', 'location_operations', 'image_operations']",False,False,False,[],,,0,{},,,0,,,1557,32,1589,True,"['dns_lookup', 'get_ssl_info', 'ping_host', 'batch_geocode', 'search_code', 'shorten_url', 'search_images', 'query_images', 'get_environment_variable', 'retrieve_barcode']",1,False,False,,,,[],[]
