prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Can you download the Minecraft .jar file for version 1.16.5?,downloadminecraftjar,downloadminecraftjar,True,True,4461.825132369995,category_17,medium,llama3.2:3b,,adaptive_rag,2,0,False,,category_17,"['category_37', 'category_17', 'category_32', 'category_14', 'category_4', 'category_34', 'category_13', 'category_39', 'category_18', 'category_1', 'category_25', 'category_28', 'category_21', 'category_31']",False,False,False,[],,,0,{'minecraftversion': True},,,0,20,bounded,2018,23,2041,True,"['downloadminecraftjar', 'local_osm_v1_z_x_y_png', 'get_u_54_athlete_ranking', 'new_releases', 'all_keto_recipes_by_category', 'get_realtime_rates', 'update_level', 'local_weather_api', 'get_joke_of_the_day_by_category', 'final_velocity', 'player_statistics_seasons', 'review_filters_list', 'get_gas_fee_funding_wallets', 'open_high_low_close_ohlc_price', 'properties_get_running_costs', 'performance_stats_for_past_predictions', 'dribbble', 'artist_singles', 'getrandommovie', 'get_ip_information']",1,False,False,,,,[],[]
Fetch 3 random movies from the database.,getrandommovie,getrandommovie,True,True,2079.5340538024902,category_1,medium,llama3.2:3b,,adaptive_rag,2,0,False,,category_1,"['category_37', 'category_32', 'category_33', 'category_17', 'category_8', 'category_19', 'category_22', 'category_39', 'category_36', 'category_1', 'category_25', 'category_28', 'category_21', 'category_9']",False,False,False,[],,,0,{'count': True},,,0,20,bounded,1988,18,2006,True,"['getrandommovie', 'simulate_query_database', 'new_releases', 'player_statistics_seasons', 'artist_singles', 'get_countries', 'ev', 'house_prices_get_market_activity', 'get_joke_of_the_day_by_category', 'get_home_page_overview', 'get_company_by_domain', 'get_countrywise_city_data', 'product_id', 'weather_statistics', 'bus_trolley_schedules', 'items', 'review_filters_list', 'performance_stats_for_past_predictions', 'detailed_cake_recipe_by_id', 'downloadminecraftjar']",1,False,False,,,,[],[]
"Download an OpenStreetMap tile for zoom level 14, x=2345, y=1234.",local_osm_v1_z_x_y_png,local_osm_v1_z_x_y_png,True,True,2762.1779441833496,category_28,expert,llama3.2:3b,,adaptive_rag,2,0,False,,category_28,"['category_3', 'category_17', 'category_14', 'category_32', 'category_4', 'category_34', 'category_19', 'category_22', 'category_13', 'category_36', 'category_11', 'category_12', 'category_28', 'category_21', 'category_9']",False,False,False,[],,,0,"{'y': True, 'z': True, 'x': True}",,,0,20,bounded,2416,38,2454,True,"['local_osm_v1_z_x_y_png', 'downloadminecraftjar', 'hsl_to_hex', 'house_prices_get_market_activity', 'get_countrywise_city_data', 'open_high_low_close_ohlc_price', 'measure_distance', 'bus_trolley_schedules', 'get_administrative_divisions', 'local_weather_api', 'get_u_54_athlete_ranking', 'ev', 'get_countries', 'us_license_plate_to_vin', 'weather_statistics', 'getallcountry', 'get_user_pins', 'all_keto_recipes_by_category', 'get_home_page_overview', 'job_salary']",1,False,False,,,,[],[]
Retrieve company data for 'facebook.com'.,get_company_by_domain,get_company_by_domain,True,True,2128.615140914917,category_37,medium,llama3.2:3b,,adaptive_rag,2,0,False,,category_37,"['category_32', 'category_17', 'category_35', 'category_4', 'category_6', 'category_34', 'category_19', 'category_13', 'category_39', 'category_36', 'category_11', 'category_37', 'category_18', 'category_28', 'category_21', 'category_9']",False,False,False,[],,,0,{'domain': True},,,0,20,bounded,2009,20,2029,True,"['get_company_by_domain', 'company_balance_sheet', 'brands_detail', 'get_administrative_divisions', 'get_ip_information', 'gethospitalsbyname', 'job_salary', 'get_user_info_by_user_id', 'get_countrywise_city_data', 'get_gas_fee_funding_wallets', 'getallcountry', 'all_keto_recipes_by_category', 'get_home_page_overview', 'get_username_point_blank', 'performance_stats_for_past_predictions', 'detailed_cake_recipe_by_id', 'getmessage', 'house_prices_get_market_activity', 'get_countries', 'get_user_pins']",1,False,False,,,,[],[]
Retrieve the entire list of country names with a limit of 500.,getallcountry,getallcountry,True,True,2421.2327003479004,category_34,hard,llama3.2:3b,,adaptive_rag,2,0,False,,category_34,"['category_32', 'category_25', 'category_11', 'category_35', 'category_4', 'category_6', 'category_34', 'category_19', 'category_13', 'category_36', 'category_37', 'category_18', 'category_28']",False,False,False,[],,,0,"{'limit': True, 'page': True, 'order': True}",,,0,20,bounded,2187,30,2217,True,"['getallcountry', 'get_countries', 'get_countrywise_city_data', 'gethospitalsbyname', 'get_company_by_domain', 'get_ip_information', 'get_administrative_divisions', 'all_keto_recipes_by_category', 'company_balance_sheet', 'brands_detail', 'new_releases', 'job_salary', 'detailed_cake_recipe_by_id', 'get_joke_of_the_day_by_category', 'local_weather_api', 'player_statistics_seasons', 'get_username_point_blank', 'review_filters_list', 'get_u_54_athlete_ranking', 'get_gas_fee_funding_wallets']",1,False,False,,,,[],[]
Get the data from the EV API starting from page 25.,ev,ev,True,True,2295.696973800659,category_22,medium,llama3.2:3b,,adaptive_rag,2,0,False,,category_22,"['category_3', 'category_17', 'category_32', 'category_33', 'category_4', 'category_6', 'category_22', 'category_13', 'category_39', 'category_1', 'category_37', 'category_28', 'category_21', 'category_9']",False,False,False,[],,,0,{'page': True},,,0,20,bounded,2051,31,2082,True,"['ev', 'get_user_info_by_user_id', 'get_gas_fee_funding_wallets', 'bus_trolley_schedules', 'player_statistics_seasons', 'get_realtime_rates', 'get_ip_information', 'house_prices_get_market_activity', 'get_home_page_overview', 'estimate_market_value', 'get_username_point_blank', 'properties_get_running_costs', 'product_id', 'getrandommovie', 'getmessage', 'local_weather_api', 'company_balance_sheet', 'job_salary', 'items', 'performance_stats_for_past_predictions']",1,False,False,,,,[],[]
Calculate the profit from an investment of $5000 at a 5% annual return rate over 10 years.,investment_profit,investment_profit,True,True,2361.8881702423096,category_18,expert,llama3.2:3b,,adaptive_rag,2,0,False,,category_18,"['category_3', 'category_32', 'category_14', 'category_35', 'category_4', 'category_6', 'category_34', 'category_27', 'category_13', 'category_18', 'category_37', 'category_25', 'category_28', 'category_21', 'category_39']",False,False,False,[],,,0,"{'amount': True, 'rate': True, 'years': True}",,,0,19,threshold,2125,32,2157,True,"['investment_profit', 'final_velocity', 'company_balance_sheet', 'minmax', 'performance_stats_for_past_predictions', 'open_high_low_close_ohlc_price', 'estimate_market_value', 'get_realtime_rates', 'properties_get_running_costs', 'job_salary', 'get_company_by_domain', 'house_prices_get_market_activity', 'get_gas_fee_funding_wallets', 'player_statistics_seasons', 'get_joke_of_the_day_by_category', 'get_u_54_athlete_ranking', 'factorial', 'brands_detail', 'measure_distance']",1,False,False,,,,[],[]
I need details about an item with ID 'item007' from the Codester API. What function should I use?,items,items,True,False,2316.4992332458496,category_33,medium,llama3.2:3b,,adaptive_rag,2,0,False,,category_33,"['category_17', 'category_33', 'category_14', 'category_9', 'category_35', 'category_6', 'category_34', 'category_19', 'category_13', 'category_36', 'category_12', 'category_1', 'category_37', 'category_25', 'category_28', 'category_31']",False,False,False,[],,,0,{'is_id': False},,,0,20,bounded,1937,43,1980,True,"['items', 'product_id', 'get_user_pins', 'get_ip_information', 'brands_detail', 'detailed_cake_recipe_by_id', 'getmessage', 'get_joke_of_the_day_by_category', 'get_username_point_blank', 'get_countrywise_city_data', 'getallcountry', 'update_level', 'genderize', 'us_license_plate_to_vin', 'getrandommovie', 'factorial', 'bus_trolley_schedules', 'local_weather_api', 'hsl_to_hex', 'player_statistics_seasons']",1,False,False,,,,[],[]
Retrieve the detailed recipe for the cake with ID 'cake101'.,detailed_cake_recipe_by_id,detailed_cake_recipe_by_id,True,True,2112.9260063171387,category_37,medium,llama3.2:3b,,adaptive_rag,2,0,False,,category_37,"['category_17', 'category_33', 'category_32', 'category_35', 'category_4', 'category_6', 'category_34', 'category_13', 'category_12', 'category_1', 'category_37', 'category_25', 'category_28', 'category_21']",False,False,False,[],,,0,{'is_id': True},,,0,20,bounded,1958,24,1982,True,"['detailed_cake_recipe_by_id', 'all_keto_recipes_by_category', 'product_id', 'brands_detail', 'get_ip_information', 'items', 'getmessage', 'get_gas_fee_funding_wallets', 'artist_singles', 'get_user_pins', 'get_user_info_by_user_id', 'get_joke_of_the_day_by_category', 'get_company_by_domain', 'us_license_plate_to_vin', 'company_balance_sheet', 'get_username_point_blank', 'job_salary', 'downloadminecraftjar', 'getallcountry', 'local_weather_api']",1,False,False,,,,[],[]
Fetch details for product 456789 with locale 'es_ES'.,product_id,product_id,True,True,2346.073865890503,category_1,hard,llama3.2:3b,,adaptive_rag,2,0,False,,category_1,"['category_3', 'category_32', 'category_33', 'category_35', 'category_4', 'category_6', 'category_34', 'category_19', 'category_13', 'category_36', 'category_12', 'category_1', 'category_37', 'category_28', 'category_21', 'category_9']",False,False,False,[],,,0,"{'is_id': True, 'locale': True}",,,0,20,bounded,2151,26,2177,True,"['product_id', 'brands_detail', 'get_gas_fee_funding_wallets', 'job_salary', 'getallcountry', 'detailed_cake_recipe_by_id', 'get_u_54_athlete_ranking', 'get_countries', 'estimate_market_value', 'all_keto_recipes_by_category', 'bus_trolley_schedules', 'player_statistics_seasons', 'us_license_plate_to_vin', 'local_weather_api', 'items', 'get_username_point_blank', 'new_releases', 'get_countrywise_city_data', 'properties_get_running_costs', 'open_high_low_close_ohlc_price']",1,False,False,,,,[],[]
