prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Can you download the Minecraft .jar file for version 1.16.5?,downloadminecraftjar,downloadminecraftjar,True,True,3767.303943634033,category_17,medium,llama3.2:3b,,adaptive_rag,2,0,False,,category_17,"['category_3', 'category_7', 'category_17']",False,False,False,[],,,0,{'minecraftversion': True},,,0,3,bounded,321,23,344,True,"['downloadminecraftjar', 'search_all_words_api', 'get_all_servers']",1.0,False,False,,,,[],[]
Fetch 3 random movies from the database.,getrandommovie,getrandommovie,True,True,2315.4971599578857,category_1,medium,llama3.2:3b,,adaptive_rag,2,0,False,,category_1,"['category_29', 'category_3', 'category_17', 'category_14', 'category_32', 'category_30', 'category_27', 'category_13', 'category_16', 'category_36', 'category_12', 'category_1', 'category_37', 'category_20', 'category_21', 'category_9']",False,False,False,[],,,0,{'count': True},,,0,20,bounded,2235,18,2253,True,"['getrandommovie', 'get_movies_by_year', 'get_movies_by_cast_name', 'search_by_genre', 'advanced_search', 'title_details', 'movie_details_json', 'title_get_parental_guide', 'download_video_or_reel', 'search_by_name', 'getrandomsolution', 'fetch_latest', 'video_data', 'search_for_channels', 'playstationdeals', 'getrandomarray', 'fetch_manga', 'season_episodes', 'actors_list_born_today', 'v1_stars']",1.0,False,False,,,,[],[]
"Download an OpenStreetMap tile for zoom level 14, x=2345, y=1234.",local_osm_v1_z_x_y_png,,False,,970.2320098876953,category_28,expert,llama3.2:3b,Model did not call any tool,adaptive_rag,2,0,False,,,"['category_37', 'category_28', 'category_24']",False,False,False,[],,,0,{},,,0,3,bounded,559,43,602,True,"['local_osm_v1_z_x_y_png', 'map_image_get', 'gera_vis_o_da_rua']",1.0,False,False,,,,[],[]
Retrieve company data for 'facebook.com'.,get_company_by_domain,get_company_by_domain,True,True,1993.3598041534424,category_37,medium,llama3.2:3b,,adaptive_rag,2,0,False,,category_37,"['category_29', 'category_32', 'category_14', 'category_2', 'category_38', 'category_4', 'category_6', 'category_34', 'category_27', 'category_19', 'category_24', 'category_10', 'category_16', 'category_12', 'category_1', 'category_37', 'category_20', 'category_31']",False,False,False,[],,,0,{'domain': True},,,0,20,bounded,1899,20,1919,True,"['get_company_by_domain', 'get_company_data_by_linkedin_url', 'get_all_companies_paginated', 'fetch_company_details', 'get_all_organizations_environment_admin', 'domain_data', 'namebydomain', 'sources', 'company_balance_sheet', 'getlatestbysecuritiescode', 'getlistbysecuritiescode', 'gettechdomains', 'balansheet_financials', 'earnings', 'random_company', 'company_income_statement', 'company_cash_flow', 'stocks_get_financials', 'get_domaine', 'searchdomain']",1.0,False,False,,,,[],[]
Retrieve the entire list of country names with a limit of 500.,getallcountry,getallcountry,True,False,2775.2602100372314,category_34,hard,llama3.2:3b,,adaptive_rag,2,0,False,,category_34,"['category_3', 'category_32', 'category_33', 'category_2', 'category_23', 'category_11', 'category_6', 'category_34', 'category_19', 'category_36', 'category_10', 'category_18', 'category_12', 'category_25', 'category_28']",False,False,False,[],,,0,"{'limit': True, 'page': False, 'order': False}",,,0,20,bounded,2664,18,2682,True,"['getallcountry', 'get_cities_in_a_country', 'get_countries', 'countries', 'countries_detail', 'get_country_details', 'get_countrywise_city_data', 'list_of_countries', 'get_cities', 'search_countries_by_continent', 'country_location_api', 'country_by_iso_code', 'continents', 'nationalize', 'search_places', 'get_specific_country', 'top_headlines', 'get_all_kfc_locations', 'gethospitalsbyname', 'get_all_users_paged_by_hundreds']",1.0,False,False,,,,[],[]
Retrieve data from the EV API on page 3.,ev,ev,True,True,2553.375482559204,category_22,medium,llama3.2:3b,,adaptive_rag,2,0,False,,category_22,"['category_17', 'category_33', 'category_14', 'category_38', 'category_8', 'category_24', 'category_22', 'category_13', 'category_16', 'category_36', 'category_1', 'category_28', 'category_39']",False,False,False,[],,,0,{'page': True},,,0,20,bounded,2309,31,2340,True,"['ev', 'getgamelist', 'engines', 'get_hsn_tsn', 'getcommunities', 'trip_details', 'getsamples', 'get_stations_within_1_km', 'mileages', 'events', 'get_the_mx_records', 'earnings', 'extract_info', 'get_analytics', 'get_pokemon_move_info', 'live_giveaways_by_type', 'choice_endpoint', 'get_user_info_by_user_id', 'getpetbyid', 'bus_trolley_routes']",1.0,False,False,,,,[],[]
"What would be the profit from investing $10,000 at an annual return rate of 6% for 5 years?",investment_profit,investment_profit,True,True,1376.767873764038,category_18,expert,llama3.2:3b,,adaptive_rag,2,0,False,,category_18,"['category_8', 'category_27', 'category_18', 'category_12', 'category_1', 'category_39']",False,False,False,[],,,0,"{'amount': True, 'rate': True, 'years': True}",,,0,8,threshold,1103,32,1135,True,"['investment_profit', 'calculate_investment_return', 'future_investment_value', 'cagr', 'project_investment_growth', 'compound_interest', 'market_growth_technology_stocks', 'get_calculate_investment']",1.0,False,False,,,,[],[]
I need details about an item with ID 'item007' from the Codester API. What function should I use?,items,items,True,True,2021.8276977539062,category_33,medium,llama3.2:3b,,adaptive_rag,2,0,False,,category_33,"['category_29', 'category_37', 'category_32', 'category_33', 'category_14', 'category_38', 'category_15', 'category_27', 'category_5', 'category_36', 'category_1', 'category_25', 'category_28', 'category_21']",False,False,False,[],,,0,{'is_id': True},,,0,20,bounded,1920,18,1938,True,"['items', 'postcodes', 'vin_decoder_standard', 'get_specific_dessert', 'item_by_id', 'mlem_id', 'getinfo', 'get_1_obter_c_digo_do_chat_code_to_chat', 'product_id', 'postcodes_postcode', 'searchcnit', 'veiculo_tipo_id_marca', 'products_detail', 'jokes_random', 'get_details_by_asn_number', 'obd2_code', 'v_card_qr_code', 'get_details_of_a_news_item', 'register_device_information', 'get_airplane_details']",1.0,False,False,,,,[],[]
Retrieve the detailed recipe for the cake with ID 'cake101'.,detailed_cake_recipe_by_id,detailed_cake_recipe_by_id,True,True,1797.4846363067627,category_37,medium,llama3.2:3b,,adaptive_rag,2,0,False,,category_37,"['category_17', 'category_33', 'category_2', 'category_38', 'category_4', 'category_6', 'category_34', 'category_27', 'category_5', 'category_31', 'category_16', 'category_15', 'category_7', 'category_1', 'category_37', 'category_39', 'category_21', 'category_9']",False,False,False,[],,,0,{'is_id': True},,,0,20,bounded,1644,24,1668,True,"['detailed_cake_recipe_by_id', 'get_specific_dessert', 'v1_recipe', 'go', 'explore', 'all_keto_recipes_by_category', 'v1_nutrition', 'get_product_detail', 'models_by_make_id', 'get_1688_product_detail', 'partenaire_par_id', 'more_from_author', 'review', 'view_all_food_items', 'product_id', 'get_details_by_asn_number', 'convert_cooking_measurements', 'search_keto_recipe', 'models_by_make_id_year_category', 'single_strain']",1.0,False,False,,,,[],[]
Can you get the details for product 234567 in Italian and Euros?,product_id,currencies,False,,745.1419830322266,category_1,hard,llama3.2:3b,,adaptive_rag,2,0,False,,category_39,"['category_29', 'category_39', 'category_23']",False,False,False,[],,,0,{},,,0,3,bounded,613,18,631,False,"['veiculo_tipo_id_marca', 'countries', 'currencies']",,False,False,,,,[],[]
