prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
List pornstars with a cup size of D or larger and a waist size below 65 cm.,listpornstars,listpornstars,True,False,1889.1949653625488,category_4,hard,llama3.2:3b,,hybrid,2,0,False,True,category_4,"['category_4', 'category_23']",False,False,False,[],,,0,"{'min_cup_size': False, 'max_waist': False}",,,0,,,529,130,659,,[],,False,False,,,,[],[]
Retrieve all available information about the 'ConfidentialVault'.,read_vault_by_name,read_vault_by_name,True,True,457.183837890625,category_35,medium,llama3.2:3b,,hybrid,2,0,False,True,category_35,"['category_35', 'category_16']",False,False,False,[],,,0,{'name': True},,,0,,,239,22,261,,[],,False,False,,,,[],[]
Get the types available for horoscopes for the current week.,get_types,get_types,True,False,436.5990161895752,category_23,medium,llama3.2:3b,,hybrid,2,0,False,True,category_23,"['category_23', 'category_39']",False,False,False,[],,,0,{'period': False},,,0,,,242,21,263,,[],,False,False,,,,[],[]
Retrieve information about all Kawasaki Ninja models.,v1_motorcycles,v1_motorcycles,True,True,499.0861415863037,category_6,hard,llama3.2:3b,,hybrid,2,0,False,True,category_6,"['category_6', 'category_23']",False,False,False,[],,,0,"{'model': True, 'make': True}",,,0,,,325,28,353,,[],,False,False,,,,[],[]
What is the expiry date of the vehicle with registration number XYZ789?,expiry_date_enquiry,expiry_date_enquiry,True,True,472.8240966796875,category_39,medium,llama3.2:3b,,hybrid,2,0,False,True,category_39,"['category_39', 'category_6']",False,False,False,[],,,0,{'rego': True},,,0,,,320,20,340,,[],,False,False,,,,[],[]
How much income is typically earned in the area of zipcode 10001?,income_by_zipcode,income_by_zipcode,True,True,362.49399185180664,category_3,medium,llama3.2:3b,,hybrid,2,0,False,True,category_3,"['category_3', 'category_6']",False,False,False,[],,,0,{'zip': True},,,0,,,326,20,346,,[],,False,False,,,,[],[]
What are the standings for the Primeira Liga in the 2021 season?,primeira_liga_standings,primeira_liga_standings,True,True,433.27975273132324,category_31,medium,llama3.2:3b,,hybrid,2,0,False,True,category_31,"['category_31', 'category_17']",False,False,False,[],,,0,{'season': True},,,0,,,259,22,281,,[],,False,False,,,,[],[]
Get the constructor standings from the 1980 Formula 1 season.,seasonendconstructorstanding,seasonendconstructorstanding,True,True,316.8330192565918,category_17,medium,llama3.2:3b,,hybrid,2,0,False,True,category_17,"['category_17', 'category_31']",False,False,False,[],,,0,{'year': True},,,0,,,257,20,277,,[],,False,False,,,,[],[]
Fetch the latest 100 matchmaking matches in Trackmania.,matchmaking_matches,matchmaking_matches,True,False,349.78604316711426,category_28,hard,llama3.2:3b,,hybrid,2,0,False,True,category_28,"['category_28', 'category_31']",False,False,False,[],,,0,"{'limit': True, 'page': False}",,,0,,,278,18,296,,[],,False,False,,,,[],[]
What are the details of the sports event with ID 67890?,event,event,True,True,339.188814163208,category_16,medium,llama3.2:3b,,hybrid,2,0,False,True,category_16,"['category_16', 'category_31']",False,False,False,[],,,0,{'is_id': True},,,0,,,258,18,276,,[],,False,False,,,,[],[]
