prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Find pornstars who are of Asian ethnicity and have brown eyes.,listpornstars,,False,,4143.785238265991,category_4,expert,llama3.2:3b,Model did not call any tool,rag,2,0,False,,,"['category_29', 'category_36', 'category_14', 'category_35', 'category_12', 'category_31', 'category_21', 'category_28', 'category_4', 'category_30']",False,False,False,[],,,0,{},,,0,,,1418,33,1451,True,"['listpornstars', 'retrievepornstar', 'actors_list_born_today', 'girl_groups', 'genderify_v3', 'genderize', 'nationalize', 'gen_image', 'getpeople', 'get_movies_by_cast_name']",1,False,False,,,,[],[]
Retrieve all available information about the 'ConfidentialVault'.,read_vault_by_name,read_vault_by_name,True,True,1229.3102741241455,category_35,medium,llama3.2:3b,,rag,2,0,False,,category_35,"['category_29', 'category_33', 'category_35', 'category_24', 'category_26', 'category_18', 'category_21', 'category_28', 'category_1', 'category_27']",False,False,False,[],,,0,{'name': True},,,0,,,1097,22,1119,True,"['school_detail', 'read_vault_by_name', 'getlatestbysecuritiescode', 'get_all_advisories', 'retrievepornstar', 'getlatestbyedinetcode', 'getlistbysecuritiescode', 'get_job_details', 'get_zip_code_detail', 'get_information_of_a_particular_post']",2,False,False,,,,[],[]
Get the types available for horoscopes for the current week.,get_types,get_types,True,True,1308.0027103424072,category_23,medium,llama3.2:3b,,rag,2,0,False,,category_23,"['category_14', 'category_33', 'category_35', 'category_31', 'category_9', 'category_7', 'category_25', 'category_23', 'category_28', 'category_10']",False,False,False,[],,,0,{'period': True},,,0,,,1198,17,1215,True,"['get_types', 'sign', 'get_horoscope_multilingual', 'get_sign_prediction_for_today_by_name', 'get_tamil_calendar_date', 'searchzodiacbysign', 'get_5_day_forecast', 'stock_calendar_events', 'get_birthday_draws', 'daily']",1,False,False,,,,[],[]
Find all motorcycles made by Honda in the year 2005.,v1_motorcycles,v1_motorcycles,True,True,1237.4629974365234,category_6,hard,llama3.2:3b,,rag,2,0,False,,category_6,"['category_39', 'category_36', 'category_29', 'category_5', 'category_17', 'category_6', 'category_21', 'category_28', 'category_4', 'category_22']",False,False,False,[],,,0,"{'make': True, 'year': True}",,,0,,,1056,26,1082,True,"['v1_motorcycles', 'models_by_make_id_year_category', 'v1_vinlookup', 'models_by_make_id', 'vin_decoder', 'years', 'searchcnit', 'vin_decoder_standard', 'veiculo_tipo_id_marca', 'get_5_year_historical_monthly_prices']",1,False,False,,,,[],[]
What is the expiry date of the vehicle with registration number XYZ789?,expiry_date_enquiry,expiry_date_enquiry,True,True,1095.6346988677979,category_39,medium,llama3.2:3b,,rag,2,0,False,,category_39,"['category_39', 'category_36', 'category_37', 'category_24', 'category_17', 'category_6', 'category_21', 'category_28', 'category_4']",False,False,False,[],,,0,{'rego': True},,,0,,,994,20,1014,True,"['expiry_date_enquiry', 'vin_decoder', 'v1_vinlookup', 'vin_decoder_standard', 'vehicle_market_value_by_vin', 'symbols_get_option_expirations', 'years', 'searchcnit', 'racecards', 'drawing_by_date']",1,False,False,,,,[],[]
How much income is typically earned in the area of zipcode 10001?,income_by_zipcode,income_by_zipcode,True,True,911.4601612091064,category_3,medium,llama3.2:3b,,rag,2,0,False,,category_3,"['category_14', 'category_37', 'category_3', 'category_32', 'category_7', 'category_9', 'category_8', 'category_26', 'category_10']",False,False,False,[],,,0,{'zip': True},,,0,,,776,20,796,True,"['zip_code', 'income_by_zipcode', 'zipcode_by_city', 'getzipcodebycounty', 'get_city_from_zipcode', 'get_zip_code_detail', 'job_salary', 'get_ip_zipcode', 'getlocationinfobyzipcode', 'get_crime_rates_by_zip']",2,False,False,,,,[],[]
What are the standings for the Primeira Liga in the 2021 season?,primeira_liga_standings,primeira_liga_standings,True,True,997.3039627075195,category_31,medium,llama3.2:3b,,rag,2,0,False,,category_31,"['category_11', 'category_5', 'category_31', 'category_17', 'category_20', 'category_22', 'category_27']",False,False,False,[],,,0,{'season': True},,,0,,,847,22,869,True,"['primeira_liga_standings', 'serie_a_standings', 'ligue_1_standings', 'laliga_standings', 'eredivisie_standings', 'super_lig_standings', 'clubs', 'competitions_standings', 'baseball_league_rankings', 'seasonendconstructorstanding']",1,False,False,,,,[],[]
Get the constructor standings from the 1980 Formula 1 season.,seasonendconstructorstanding,constructors,False,,965.1353359222412,category_17,medium,llama3.2:3b,,rag,2,0,False,,category_2,"['category_5', 'category_12', 'category_31', 'category_17', 'category_2', 'category_1', 'category_15']",False,False,False,[],,,0,{},,,0,,,853,19,872,True,"['constructorstandingsafterarace', 'seasonendconstructorstanding', 'constructors', 'qualifyingresults', 'stagecompetitorstandings', 'serie_a_standings', 'raceresult', 'competitions_standings', 'primeira_liga_standings', 'super_lig_standings']",2,False,False,,,,[],[]
Fetch the latest 100 matchmaking matches in Trackmania.,matchmaking_matches,matchmaking_matches,True,True,1197.396993637085,category_28,hard,llama3.2:3b,,rag,2,0,False,,category_28,"['category_37', 'category_24', 'category_7', 'category_17', 'category_21', 'category_28', 'category_13', 'category_19', 'category_30']",False,False,False,[],,,0,"{'limit': True, 'page': True}",,,0,,,1058,24,1082,True,"['top_players_by_matchmaking', 'top_players_by_royal', 'tournament_results_by_id_and_year_wta', 'matchmaking_matches', 'fixtures_by_series', 'match', 'tournament_list_wta', 'recent_unique_tournaments', 'tournaments', 'fights']",4,False,False,,,,[],[]
Could you retrieve information about the event numbered 54321?,event,event,True,True,1067.4080848693848,category_16,medium,llama3.2:3b,,rag,2,0,False,,category_16,"['category_14', 'category_37', 'category_3', 'category_8', 'category_16', 'category_26', 'category_20', 'category_18', 'category_22', 'category_27']",False,False,False,[],,,0,{'is_id': True},,,0,,,956,18,974,True,"['events', 'event', 'getpastevents', 'form', 'get_details_by_asn_number', 'get_trivia_fact', 'leaguetotalteamevents', 'v1_trivia', 'live_events', 'straddle']",2,False,False,,,,[],[]
