prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Ping the server,ping_host,ping_host,True,,5361.234664916992,networking_operations,hard,llama3.2:3b,,adaptive_rag,2,0,False,,networking_operations,"['networking_operations', 'system_operations']",False,False,False,[],,,0,{},,,0,3,threshold,738,44,782,True,"['ping_host', 'port_scan', 'check_port']",1.0,False,False,,,,[],[]
Restore from cold storage,restore_archived_object,restore_archived_object,True,,4661.79084777832,cloud_storage_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,cloud_storage_operations,"['devops_operations', 'data_operations', 'email_operations', 'backup_operations', 'cloud_storage_operations', 'secrets_operations', 'logging_operations', 'database_operations', 'caching_operations']",False,False,False,[],,,0,{},,,0,19,threshold,3908,45,3953,True,"['restore_archived_object', 'restore_cache', 'restore_archived_email', 'restore_database', 'backup_cache', 'configure_lifecycle_rules', 'import_cache_data', 'restore_backup', 'warm_cache', 'restore_database', 'backup_service', 'copy_cloud_file', 'manage_multipart_upload', 'export_backup', 'restore_secret', 'create_bucket', 'enable_bucket_versioning', 'set_log_retention', 'backup_database']",1.0,False,False,,,,[],[]
Verify SOC2 compliance,run_compliance_check,track_vendor_compliance,False,,3929.349899291992,compliance_operations,hard,llama3.2:3b,,adaptive_rag,2,0,False,,compliance_operations,"['devops_operations', 'security_operations', 'compliance_operations', 'iot_operations', 'healthcare_operations', 'authentication_operations']",False,False,False,[],,,0,{},,,0,12,threshold,3032,58,3090,True,"['track_vendor_compliance', 'generate_compliance_report', 'run_compliance_check', 'generate_audit_log', 'verify_insurance_eligibility', 'register_device', 'verify_jwt', 'manage_exception', 'verify_signature', 'manage_identity_verification', 'record_immunization', 'configure_service_mesh']",3.0,False,False,,,,[],[]
Get the text content,extract_text,parse_html,False,,4498.262405395508,document_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,web_operations,"['web_operations', 'text_operations', 'document_operations', 'image_operations', 'file_operations']",False,False,False,[],,,0,{},,,0,18,threshold,3806,40,3846,True,"['extract_text', 'extract_text', 'extract_text_from_document', 'parse_html', 'parse_html', 'summarize_text', 'ocr_image', 'compare_texts', 'count_text', 'extract_entities', 'generate_lorem_ipsum', 'word_count', 'decode_text', 'search_file_content', 'detect_language', 'encode_text', 'extract_keywords', 'analyze_sentiment']",1.0,False,False,,,,[],[]
When was the server last rebooted?,get_uptime,get_uptime,True,,1037.4507904052734,system_operations,hard,llama3.2:3b,,adaptive_rag,2,0,False,,system_operations,"['system_operations', 'devops_operations']",False,False,False,[],,,0,{},,,0,3,bounded,706,24,730,True,"['get_uptime', 'manage_service', 'rollback_deployment']",1.0,False,False,,,,[],[]
Email the newsletter,send_bulk_email,,False,,7691.4050579071045,email_operations,expert,llama3.2:3b,Model did not call any tool,adaptive_rag,2,0,False,,,"['email_operations', 'calendar_operations', 'queue_operations', 'notification_operations']",False,False,False,[],,,0,{},,,0,20,bounded,4096,213,4309,True,"['create_email_campaign', 'manage_mailing_list', 'send_email', 'test_email_deliverability', 'schedule_email_digest', 'send_bulk_email', 'send_email', 'send_email', 'manage_email_list', 'snooze_email', 'send_template_email', 'create_notification_campaign', 'get_email_analytics', 'manage_calendar_subscription', 'schedule_message', 'setup_email_automation', 'manage_notification_channel', 'schedule_message', 'configure_email_domain', 'get_email_status']",6.0,False,False,,,,[],[]
Disable MFA for user,manage_mfa,disable_mfa,False,,4698.871374130249,authentication_operations,hard,llama3.2:3b,,adaptive_rag,2,0,False,,authentication_operations,"['cloud_storage_operations', 'secrets_operations', 'notification_operations', 'compliance_operations', 'authentication_operations']",False,False,False,[],,,0,{},,,0,17,threshold,3902,41,3943,True,"['disable_mfa', 'manage_mfa', 'enable_mfa', 'configure_auth_policy', 'authenticate_user', 'manage_device_trust', 'configure_passwordless', 'manage_identity_verification', 'manage_notification_preferences', 'configure_rate_limiting', 'configure_session_policy', 'manage_consent', 'manage_session', 'manage_roles', 'create_service_account', 'set_secret_policy', 'enable_bucket_versioning']",2.0,False,False,,,,[],[]
Automate onboarding emails,setup_email_automation,,False,,9921.206951141357,email_operations,expert,llama3.2:3b,Model did not call any tool,adaptive_rag,2,0,False,,,"['email_operations', 'workflow_operations', 'notification_operations', 'messaging_operations']",False,False,False,[],,,0,{},,,0,20,bounded,4096,356,4452,True,"['setup_email_automation', 'create_email_campaign', 'set_email_auto_reply', 'send_email', 'set_auto_response', 'run_workflow', 'send_bulk_email', 'test_email_deliverability', 'send_template_email', 'manage_email_template_variables', 'manage_email_list', 'import_emails', 'validate_email', 'create_workflow', 'verify_email_address', 'verify_email_address', 'send_email', 'schedule_email_digest', 'send_email', 'create_notification_campaign']",1.0,False,False,,,,[],[]
Stop workflow execution,cancel_workflow,cancel_workflow,True,,3893.7411308288574,workflow_operations,hard,llama3.2:3b,,adaptive_rag,2,0,False,,workflow_operations,"['ai_ml_operations', 'devops_operations', 'workflow_operations', 'system_operations', 'container_operations', 'scheduling_operations', 'payment_operations', 'data_operations', 'queue_operations']",False,False,False,[],,,0,{},,,0,18,threshold,3237,37,3274,True,"['cancel_workflow', 'retry_workflow_step', 'run_workflow', 'stop_container', 'kill_process', 'pause_queue', 'create_job_dependency', 'create_approval_request', 'delete_scheduled_job', 'get_workflow_status', 'process_jobs', 'void_payment', 'run_pipeline', 'run_pipeline', 'run_job_now', 'manage_container', 'execute_transaction', 'batch_delete_messages']",1.0,False,False,,,,[],[]
What is the 10th Fibonacci number?,fibonacci,fibonacci,True,,1603.6720275878906,math_operations,hard,llama3.2:3b,,adaptive_rag,2,0,False,,math_operations,['math_operations'],False,False,False,[],,,0,{},,,0,6,threshold,1285,23,1308,True,"['fibonacci', 'fibonacci', 'number_base_convert', 'number_base_convert', 'factorial', 'modular_arithmetic']",1.0,False,False,,,,[],[]
