prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Ping this address,ping_host,ping_host,True,,2984.860420227051,networking_operations,hard,llama3.2:3b,,hybrid,2,0,False,True,networking_operations,"['networking_operations', 'location_operations']",False,False,False,[],,,0,{},,,0,,,2616,26,2642,,[],,False,False,,,,[],[]
Restore file from Glacier,restore_archived_object,restore_archived_object,True,,3278.0508995056152,cloud_storage_operations,expert,llama3.2:3b,,hybrid,2,0,False,True,cloud_storage_operations,"['cloud_storage_operations', 'backup_operations']",False,False,False,[],,,0,{},,,0,,,2791,34,2825,,[],,False,False,,,,[],[]
Audit for PCI-DSS,run_compliance_check,run_compliance_check,True,,1534.7638130187988,compliance_operations,hard,llama3.2:3b,,hybrid,2,0,False,True,compliance_operations,"['compliance_operations', 'monitoring_operations']",False,False,False,[],,,0,{},,,0,,,1289,21,1310,,[],,False,False,,,,[],[]
Get the text content,extract_text,extract_text_from_document,False,,3012.928009033203,document_operations,expert,llama3.2:3b,,hybrid,2,0,False,True,document_operations,"['text_operations', 'document_operations']",False,False,False,[],,,0,{},,,0,,,2298,50,2348,,[],,False,False,,,,[],[]
When was the server last rebooted?,get_uptime,get_uptime,True,,4111.609697341919,system_operations,hard,llama3.2:3b,,hybrid,2,0,False,True,system_operations,"['system_operations', 'caching_operations']",False,False,False,[],,,0,{},,,0,,,3627,30,3657,,[],,False,False,,,,[],[]
Send bulk email,send_bulk_email,send_bulk_email,True,,4183.380126953125,email_operations,expert,llama3.2:3b,,hybrid,2,0,False,True,email_operations,"['email_operations', 'messaging_operations']",False,False,False,[],,,0,{},,,0,,,2971,77,3048,,[],,False,False,,,,[],[]
Enable two-factor authentication,manage_mfa,manage_mfa,True,,3140.834093093872,authentication_operations,hard,llama3.2:3b,,hybrid,2,0,False,True,authentication_operations,"['authentication_operations', 'security_operations']",False,False,False,[],,,0,{},,,0,,,2910,18,2928,,[],,False,False,,,,[],[]
Automate onboarding emails,setup_email_automation,schedule_email_digest,False,,4100.605010986328,email_operations,expert,llama3.2:3b,,hybrid,2,0,False,True,email_operations,"['email_operations', 'messaging_operations']",False,False,False,[],,,0,{},,,0,,,2973,73,3046,,[],,False,False,,,,[],[]
Cancel the workflow,cancel_workflow,cancel_workflow,True,,1701.286792755127,workflow_operations,hard,llama3.2:3b,,hybrid,2,0,False,True,workflow_operations,"['workflow_operations', 'scheduling_operations']",False,False,False,[],,,0,{},,,0,,,1279,32,1311,,[],,False,False,,,,[],[]
What is the 10th Fibonacci number?,fibonacci,fibonacci,True,,4346.72737121582,math_operations,hard,llama3.2:3b,,hybrid,2,0,False,True,math_operations,"['math_operations', 'security_operations']",False,False,False,[],,,0,{},,,0,,,3853,29,3882,,[],,False,False,,,,[],[]
Debit customer's bank account,process_ach_transfer,process_ach_transfer,True,,3334.8822593688965,payment_operations,expert,llama3.2:3b,,hybrid,2,0,False,True,payment_operations,"['payment_operations', 'authentication_operations']",False,False,False,[],,,0,{},,,0,,,2484,57,2541,,[],,False,False,,,,[],[]
Clean invalid emails,manage_email_list,sanitize_input,False,,3545.866012573242,email_operations,expert,llama3.2:3b,,hybrid,2,0,False,False,security_operations,"['email_operations', 'security_operations']",False,False,False,[],,,0,{},,,0,,,3264,19,3283,,[],,False,False,,,,[],[]
Run the workflow,run_workflow,run_workflow,True,,1749.9737739562988,workflow_operations,expert,llama3.2:3b,,hybrid,2,0,False,True,workflow_operations,"['workflow_operations', 'scheduling_operations']",False,False,False,[],,,0,{},,,0,,,1279,35,1314,,[],,False,False,,,,[],[]
