prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Ping the server,ping_host,ping_host,True,,3364.872932434082,networking_operations,hard,llama3.2:3b,,rag,2,0,False,,networking_operations,"['system_operations', 'healthcare_operations', 'monitoring_operations', 'networking_operations']",False,False,False,[],,,0,{},,,0,,,642,17,659,True,"['ping_host', 'traceroute', 'get_network_info', 'send_patient_message', 'get_alert_status']",1.0,False,False,,,,[],[]
Retrieve archived data,restore_archived_object,restore_archived_object,True,,1208.9176177978516,cloud_storage_operations,expert,llama3.2:3b,,rag,2,0,False,,cloud_storage_operations,"['database_operations', 'cloud_storage_operations', 'file_operations', 'backup_operations']",False,False,False,[],,,0,{},,,0,,,710,38,748,True,"['restore_archived_object', 'get_cloud_file_info', 'backup_database', 'compress_files', 'replicate_backup']",1.0,False,False,,,,[],[]
Verify SOC2 compliance,run_compliance_check,run_compliance_check,True,,1255.7270526885986,compliance_operations,hard,llama3.2:3b,,rag,2,0,False,,compliance_operations,"['payment_operations', 'database_operations', 'compliance_operations', 'authentication_operations']",False,False,False,[],,,0,{},,,0,,,701,39,740,True,"['run_compliance_check', 'manage_mfa', 'create_service_account', 'manage_database_replication', 'manage_payment_dispute']",1.0,False,False,,,,[],[]
Get the text content,extract_text,extract_text,True,,1425.0807762145996,document_operations,expert,llama3.2:3b,,rag,2,0,False,,document_operations,"['ai_ml_operations', 'document_operations', 'notification_operations', 'text_operations']",False,False,False,[],,,0,{},,,0,,,583,60,643,True,"['extract_text', 'search_text', 'format_text', 'generate_text', 'get_notification_status']",1.0,False,False,,,,[],[]
Check the uptime,get_uptime,get_uptime,True,,1012.5627517700195,system_operations,hard,llama3.2:3b,,rag,2,0,False,,system_operations,"['workflow_operations', 'scheduling_operations', 'system_operations', 'calendar_operations']",False,False,False,[],,,0,{},,,0,,,619,30,649,True,"['get_uptime', 'detect_scheduling_conflicts', 'resume_scheduled_job', 'schedule_workflow', 'book_room']",1.0,False,False,,,,[],[]
Send bulk email,send_bulk_email,send_bulk_email,True,,1364.6607398986816,email_operations,expert,llama3.2:3b,,rag,2,0,False,,email_operations,['email_operations'],False,False,False,[],,,0,{},,,0,,,666,51,717,True,"['send_bulk_email', 'configure_email_domain', 'setup_email_automation', 'manage_email_list', 'manage_mailing_list']",1.0,False,False,,,,[],[]
Verify MFA setup,manage_mfa,manage_mfa,True,,1061.3362789154053,authentication_operations,hard,llama3.2:3b,,rag,2,0,False,,authentication_operations,"['compliance_operations', 'authentication_operations', 'healthcare_operations']",False,False,False,[],,,0,{},,,0,,,718,25,743,True,"['manage_mfa', 'create_service_account', 'authenticate_user', 'run_compliance_check', 'send_patient_message']",1.0,False,False,,,,[],[]
Create email workflow,setup_email_automation,setup_email_automation,True,,1345.4060554504395,email_operations,expert,llama3.2:3b,,rag,2,0,False,,email_operations,"['workflow_operations', 'email_operations']",False,False,False,[],,,0,{},,,0,,,670,48,718,True,"['setup_email_automation', 'configure_email_domain', 'manage_email_list', 'manage_mailing_list', 'run_workflow']",1.0,False,False,,,,[],[]
Abort running workflow,cancel_workflow,cancel_workflow,True,,1135.1721286773682,workflow_operations,hard,llama3.2:3b,,rag,2,0,False,,workflow_operations,"['workflow_operations', 'rate_limiting_operations', 'queue_operations']",False,False,False,[],,,0,{},,,0,,,630,35,665,True,"['cancel_workflow', 'run_workflow', 'retry_failed_jobs', 'schedule_workflow', 'whitelist_key']",1.0,False,False,,,,[],[]
Find the Fibonacci number at position 20,fibonacci,fibonacci,True,,884.4177722930908,math_operations,hard,llama3.2:3b,,rag,2,0,False,,math_operations,"['payment_operations', 'file_operations', 'math_operations']",False,False,False,[],,,0,{},,,0,,,619,23,642,True,"['fibonacci', 'number_base_convert', 'permutation_combination', 'search_files', 'process_ach_transfer']",1.0,False,False,,,,[],[]
