prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Please check if a host is reachable. Ping the server,ping_host,ping_host,True,,3000.9942054748535,networking_operations,hard,llama3.2:3b,,adaptive_rag,2,0,False,,networking_operations,"['networking_operations', 'system_operations']",False,False,False,[],,,0,{},,,0,3,bounded,399,36,435,True,"['ping_host', 'traceroute', 'get_network_info']",1,False,False,,,,[],[]
I need to restore an archived object from cloud storage. Retrieve archived data,restore_archived_object,restore_archived_object,True,,1332.090139389038,cloud_storage_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,cloud_storage_operations,"['file_operations', 'cloud_storage_operations', 'database_operations', 'backup_operations']",False,False,False,[],,,0,{},,,0,5,threshold,721,43,764,True,"['restore_archived_object', 'get_cloud_file_info', 'backup_database', 'replicate_backup', 'compress_files']",1,False,False,,,,[],[]
I need to run a regulatory compliance check. Verify SOC2 compliance,run_compliance_check,run_compliance_check,True,,1140.012264251709,compliance_operations,hard,llama3.2:3b,,adaptive_rag,2,0,False,,compliance_operations,"['authentication_operations', 'compliance_operations']",False,False,False,[],,,0,{},,,0,3,bounded,469,43,512,True,"['run_compliance_check', 'create_service_account', 'manage_mfa']",1,False,False,,,,[],[]
I need to extract text from a document. Get the text content,extract_text,extract_text,True,,1182.793140411377,document_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,document_operations,"['text_operations', 'web_operations', 'document_operations']",False,False,False,[],,,0,{},,,0,3,threshold,408,54,462,True,"['extract_text', 'search_text', 'parse_json']",1,False,False,,,,[],[]
I need to check system uptime. Check the uptime,get_uptime,get_uptime,True,,791.358470916748,system_operations,hard,llama3.2:3b,,adaptive_rag,2,0,False,,system_operations,"['networking_operations', 'system_operations']",False,False,False,[],,,0,{},,,0,3,threshold,374,30,404,True,"['get_uptime', 'get_network_info', 'ping_host']",1,False,False,,,,[],[]
Please send the same email message to multiple recipients at once. Send bulk email,send_bulk_email,send_bulk_email,True,,1018.3918476104736,email_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,email_operations,"['email_operations', 'search_operations', 'notification_operations']",False,False,False,[],,,0,{},,,0,4,threshold,563,33,596,True,"['send_bulk_email', 'create_notification_campaign', 'setup_email_automation', 'bulk_index']",1,False,False,,,,[],[]
I need to configure multi-factor authentication. Verify MFA setup,manage_mfa,manage_mfa,True,,803.0548095703125,authentication_operations,hard,llama3.2:3b,,adaptive_rag,2,0,False,,authentication_operations,['authentication_operations'],False,False,False,[],,,0,{},,,0,3,elbow,467,25,492,True,"['manage_mfa', 'create_service_account', 'authenticate_user']",1,False,False,,,,[],[]
I need to create automated email workflows triggered by events or schedules. Create email workflow,setup_email_automation,setup_email_automation,True,,2026.1139869689941,email_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,email_operations,"['notification_operations', 'search_operations', 'scheduling_operations', 'email_operations', 'calendar_operations', 'workflow_operations']",False,False,False,[],,,0,{},,,0,10,threshold,1293,55,1348,True,"['setup_email_automation', 'schedule_workflow', 'run_workflow', 'create_job_dependency', 'configure_email_domain', 'create_notification_campaign', 'manage_email_list', 'detect_scheduling_conflicts', 'send_bulk_email', 'search_emails']",1,False,False,,,,[],[]
I need to cancel a running workflow. Abort running workflow,cancel_workflow,cancel_workflow,True,,938.9467239379883,workflow_operations,hard,llama3.2:3b,,adaptive_rag,2,0,False,,workflow_operations,"['workflow_operations', 'queue_operations']",False,False,False,[],,,0,{},,,0,3,threshold,420,37,457,True,"['cancel_workflow', 'run_workflow', 'retry_failed_jobs']",1,False,False,,,,[],[]
I need to work with Fibonacci numbers. Find the Fibonacci number at position 20,fibonacci,fibonacci,True,,710.3261947631836,math_operations,hard,llama3.2:3b,,adaptive_rag,2,0,False,,math_operations,['math_operations'],False,False,False,[],,,0,{},,,0,3,bounded,402,23,425,True,"['fibonacci', 'number_base_convert', 'permutation_combination']",1,False,False,,,,[],[]
I need to process an ACH transfer. Send same-day ACH transfer,process_ach_transfer,process_ach_transfer,True,,1211.987018585205,payment_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,payment_operations,"['email_operations', 'workflow_operations', 'payment_operations']",False,False,False,[],,,0,{},,,0,3,bounded,480,52,532,True,"['process_ach_transfer', 'setup_email_automation', 'schedule_workflow']",1,False,False,,,,[],[]
"I need to create, update, or manage email subscriber lists. Create new email list",manage_email_list,manage_email_list,True,,1463.4160995483398,email_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,email_operations,"['email_operations', 'notification_operations']",False,False,False,[],,,0,{},,,0,6,threshold,824,45,869,True,"['manage_email_list', 'manage_mailing_list', 'configure_email_domain', 'setup_email_automation', 'send_bulk_email', 'manage_push_subscriptions']",1,False,False,,,,[],[]
Please execute a workflow. Execute workflow,run_workflow,run_workflow,True,,1076.7998695373535,workflow_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,workflow_operations,"['email_operations', 'workflow_operations', 'devops_operations']",False,False,False,[],,,0,{},,,0,4,threshold,538,38,576,True,"['run_workflow', 'cancel_workflow', 'setup_email_automation', 'run_pipeline']",1,False,False,,,,[],[]
I want to flip or mirror an image. Create a mirror image,flip_image,flip_image,True,,756.7398548126221,image_operations,hard,llama3.2:3b,,adaptive_rag,2,0,False,,image_operations,"['image_operations', 'backup_operations']",False,False,False,[],,,0,{},,,0,3,bounded,449,23,472,True,"['flip_image', 'compress_image', 'replicate_backup']",1,False,False,,,,[],[]
I need to search for images. Find photos of beaches,search_images,search_images,True,,848.4270572662354,search_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,search_operations,"['search_operations', 'image_operations', 'file_operations']",False,False,False,[],,,0,{},,,0,3,bounded,417,31,448,True,"['search_images', 'read_barcode', 'search_files']",1,False,False,,,,[],[]
I need to calculate permutations or combinations. How many ways to arrange 5 items from 10?,permutation_combination,permutation_combination,True,,944.3821907043457,math_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,math_operations,"['math_operations', 'healthcare_operations', 'ecommerce_operations']",False,False,False,[],,,0,{},,,0,3,bounded,498,32,530,True,"['permutation_combination', 'apply_discount', 'order_imaging_study']",1,False,False,,,,[],[]
I need to send a secure message to a patient. Message patient through portal,send_patient_message,send_patient_message,True,,954.7441005706787,healthcare_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,healthcare_operations,"['queue_operations', 'authentication_operations', 'healthcare_operations']",False,False,False,[],,,0,{},,,0,3,bounded,493,35,528,True,"['send_patient_message', 'subscribe_to_queue', 'create_service_account']",1,False,False,,,,[],[]
I need to retrieve container logs. Tail container logs,get_container_logs,get_container_logs,True,,966.5231704711914,container_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,container_operations,"['search_operations', 'devops_operations', 'container_operations']",False,False,False,[],,,0,{},,,0,3,threshold,473,36,509,True,"['get_container_logs', 'manage_logs', 'log_search_event']",1,False,False,,,,[],[]
I need to create a database index. Create a composite index on user_id and created_at,create_index,create_index,True,,1394.7999477386475,data_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,data_operations,"['data_operations', 'system_operations']",False,False,False,[],,,0,{},,,0,3,bounded,470,64,534,True,"['create_index', 'generate_uuid', 'upsert_record']",1,False,False,,,,[],[]
I need to get information about a file in cloud storage. When was the backup last modified?,get_cloud_file_info,get_cloud_file_info,True,,1097.9366302490234,cloud_storage_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,cloud_storage_operations,"['cloud_storage_operations', 'system_operations']",False,False,False,[],,,0,{},,,0,4,threshold,578,37,615,True,"['get_cloud_file_info', 'manage_storage_analytics', 'restore_archived_object', 'get_uptime']",1,False,False,,,,[],[]
I want to list scheduled jobs. List scheduled jobs,list_scheduled_jobs,list_scheduled_jobs,True,,1197.9172229766846,scheduling_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,scheduling_operations,"['workflow_operations', 'scheduling_operations']",False,False,False,[],,,0,{},,,0,4,elbow,529,48,577,True,"['list_scheduled_jobs', 'resume_scheduled_job', 'create_job_dependency', 'schedule_workflow']",1,False,False,,,,[],[]
I need to manage application logs. Show error logs from the last hour,manage_logs,manage_logs,True,,1344.8989391326904,devops_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,devops_operations,"['search_operations', 'monitoring_operations', 'system_operations', 'devops_operations', 'container_operations']",False,False,False,[],,,0,{},,,0,5,threshold,665,40,705,True,"['manage_logs', 'get_container_logs', 'log_search_event', 'get_uptime', 'get_alert_status']",1,False,False,,,,[],[]
I need to run mutation testing. Calculate mutation score,run_mutation_test,run_mutation_test,True,,1073.4641551971436,testing_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,testing_operations,"['testing_operations', 'math_operations', 'ai_ml_operations']",False,False,False,[],,,0,{},,,0,3,bounded,448,44,492,True,"['run_mutation_test', 'run_ab_test', 'fibonacci']",1,False,False,,,,[],[]
I need to build a Docker image. Docker build,build_image,build_image,True,,1072.094202041626,container_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,container_operations,"['image_operations', 'container_operations']",False,False,False,[],,,0,{},,,0,3,bounded,466,43,509,True,"['build_image', 'get_container_logs', 'compress_image']",1,False,False,,,,[],[]
I need to configure and manage database replication for high availability. Set up database replication,manage_database_replication,manage_database_replication,True,,736.7017269134521,database_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,database_operations,"['backup_operations', 'database_operations']",False,False,False,[],,,0,{},,,0,3,bounded,501,19,520,True,"['manage_database_replication', 'replicate_backup', 'backup_database']",1,False,False,,,,[],[]
I need to upsert a database record. Insert the user or update if email exists,upsert_record,upsert_record,True,,1538.7258529663086,data_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,data_operations,"['email_operations', 'data_operations']",False,False,False,[],,,0,{},,,0,3,bounded,435,75,510,True,"['upsert_record', 'configure_email_domain', 'clone_table']",1,False,False,,,,[],[]
I need to deduplicate data. Deduplicate the contacts table,deduplicate_data,deduplicate_data,True,,1093.853235244751,data_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,data_operations,['data_operations'],False,False,False,[],,,0,{},,,0,3,bounded,457,45,502,True,"['deduplicate_data', 'upsert_record', 'clone_table']",1,False,False,,,,[],[]
I need to manage push subscriptions. Register push token,manage_push_subscriptions,manage_push_subscriptions,True,,1137.3987197875977,notification_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,notification_operations,"['notification_operations', 'email_operations']",False,False,False,[],,,0,{},,,0,3,threshold,497,44,541,True,"['manage_push_subscriptions', 'manage_mailing_list', 'manage_email_list']",1,False,False,,,,[],[]
I need to add a column to a table. Create a new status column in orders,add_column,add_column,True,,964.1239643096924,data_operations,expert,llama3.2:3b,,adaptive_rag,2,0,False,,data_operations,['data_operations'],False,False,False,[],,,0,{},,,0,3,bounded,445,38,483,True,"['add_column', 'upsert_record', 'clone_table']",1,False,False,,,,[],[]
