prompt,expected_tool,called_tool,tool_correct,params_correct,latency_ms,category,difficulty,model,error,methodology,steps_count,backtrack_count,declined_tool_call,category_correct,final_category,categories_visited,is_no_tool_test,false_positive,is_multi_tool_test,tools_called,completion_rate,sequence_correct,extra_calls,param_details,confidence_score,fallback_method_used,num_fallbacks,adaptive_k_used,adaptive_strategy,tokens_input,tokens_output,tokens_total,retrieval_recall,retrieved_tools,retrieval_rank,is_ambiguous_test,clarification_requested,clarification_correct,clarification_score,clarification_question,candidate_tools,expected_candidate_tools
Ping this address,ping_host,ping_host,True,,3897.484064102173,networking_operations,hard,llama3.2:3b,,rag,2,0,False,,networking_operations,"['healthcare_operations', 'email_operations', 'networking_operations', 'location_operations', 'notification_operations', 'caching_operations', 'monitoring_operations', 'payment_operations', 'system_operations']",False,False,False,[],,,0,{},,,0,,,1230,36,1266,True,"['ping_host', 'send_patient_message', 'configure_email_domain', 'validate_address', 'get_alert_status', 'manage_cache_locks', 'process_ach_transfer', 'manage_email_list', 'get_uptime', 'manage_push_subscriptions']",1,False,False,,,,[],[]
Restore from cold storage,restore_archived_object,restore_archived_object,True,,1961.219072341919,cloud_storage_operations,expert,llama3.2:3b,,rag,2,0,False,,cloud_storage_operations,"['cloud_storage_operations', 'backup_operations', 'image_operations', 'data_operations', 'database_operations', 'caching_operations', 'audio_operations']",False,False,False,[],,,0,{},,,0,,,1349,45,1394,True,"['restore_archived_object', 'replicate_backup', 'get_cloud_file_info', 'manage_cache_locks', 'manage_database_replication', 'import_csv', 'upsert_record', 'convert_audio', 'deduplicate_data', 'read_barcode']",1,False,False,,,,[],[]
Audit for PCI-DSS,run_compliance_check,run_compliance_check,True,,1787.4400615692139,compliance_operations,hard,llama3.2:3b,,rag,2,0,False,,compliance_operations,"['healthcare_operations', 'cloud_storage_operations', 'image_operations', 'container_operations', 'compliance_operations', 'authentication_operations', 'monitoring_operations', 'audio_operations', 'devops_operations', 'system_operations']",False,False,False,[],,,0,{},,,0,,,1206,42,1248,True,"['run_compliance_check', 'get_uptime', 'get_alert_status', 'manage_logs', 'get_container_logs', 'audio_fingerprint', 'get_cloud_file_info', 'read_barcode', 'manage_mfa', 'send_patient_message']",1,False,False,,,,[],[]
Pull text from the Word file,extract_text,,False,,2987.165927886963,document_operations,expert,llama3.2:3b,Model did not call any tool,rag,2,0,False,,,"['healthcare_operations', 'cloud_storage_operations', 'document_operations', 'image_operations', 'ecommerce_operations', 'data_operations', 'container_operations', 'audio_operations', 'text_operations']",False,False,False,[],,,0,{},,,0,,,1249,119,1368,True,"['extract_text', 'search_text', 'import_csv', 'get_cloud_file_info', 'generate_patient_summary', 'convert_audio', 'extract_colors', 'read_barcode', 'get_container_logs', 'apply_discount']",1,False,False,,,,[],[]
How long has the system been running?,get_uptime,get_uptime,True,,1451.051950454712,system_operations,hard,llama3.2:3b,,rag,2,0,False,,system_operations,"['cloud_storage_operations', 'ai_ml_operations', 'scheduling_operations', 'compliance_operations', 'social_media_operations', 'caching_operations', 'monitoring_operations', 'devops_operations', 'system_operations', 'video_operations']",False,False,False,[],,,0,{},,,0,,,1231,18,1249,True,"['get_uptime', 'get_alert_status', 'get_cloud_file_info', 'manage_cache_locks', 'list_scheduled_jobs', 'trim_video', 'generate_social_report', 'manage_logs', 'run_ab_test', 'run_compliance_check']",1,False,False,,,,[],[]
Mass email announcement,send_bulk_email,send_bulk_email,True,,1706.97021484375,email_operations,expert,llama3.2:3b,,rag,2,0,False,,email_operations,"['healthcare_operations', 'email_operations', 'notification_operations', 'queue_operations', 'monitoring_operations', 'social_media_operations']",False,False,False,[],,,0,{},,,0,,,1381,27,1408,True,"['send_bulk_email', 'manage_email_list', 'setup_email_automation', 'configure_email_domain', 'manage_push_subscriptions', 'send_patient_message', 'get_alert_status', 'create_social_ad', 'create_fifo_queue', 'generate_patient_summary']",1,False,False,,,,[],[]
Enable two-factor authentication,manage_mfa,manage_mfa,True,,1651.4019966125488,authentication_operations,hard,llama3.2:3b,,rag,2,0,False,,authentication_operations,"['healthcare_operations', 'image_operations', 'ecommerce_operations', 'database_operations', 'compliance_operations', 'authentication_operations', 'audio_operations', 'payment_operations', 'social_media_operations']",False,False,False,[],,,0,{},,,0,,,1304,27,1331,True,"['manage_mfa', 'manage_roles', 'send_patient_message', 'run_compliance_check', 'process_ach_transfer', 'manage_database_replication', 'audio_fingerprint', 'apply_discount', 'create_social_ad', 'read_barcode']",1,False,False,,,,[],[]
Create welcome email series,setup_email_automation,setup_email_automation,True,,2391.101837158203,email_operations,expert,llama3.2:3b,,rag,2,0,False,,email_operations,"['healthcare_operations', 'email_operations', 'notification_operations', 'queue_operations', 'calendar_operations', 'social_media_operations']",False,False,False,[],,,0,{},,,0,,,1402,69,1471,True,"['manage_email_list', 'setup_email_automation', 'configure_email_domain', 'send_bulk_email', 'send_patient_message', 'generate_patient_summary', 'book_room', 'manage_push_subscriptions', 'create_fifo_queue', 'create_social_ad']",2,False,False,,,,[],[]
Abort running workflow,cancel_workflow,cancel_workflow,True,,1693.8269138336182,workflow_operations,hard,llama3.2:3b,,rag,2,0,False,,workflow_operations,"['email_operations', 'ai_ml_operations', 'scheduling_operations', 'data_operations', 'compliance_operations', 'workflow_operations', 'queue_operations', 'payment_operations', 'video_operations']",False,False,False,[],,,0,{},,,0,,,1286,32,1318,True,"['cancel_workflow', 'run_workflow', 'setup_email_automation', 'list_scheduled_jobs', 'run_compliance_check', 'trim_video', 'process_ach_transfer', 'run_ab_test', 'create_fifo_queue', 'deduplicate_data']",1,False,False,,,,[],[]
Is 144 a Fibonacci number?,fibonacci,fibonacci,True,,1467.576265335083,math_operations,hard,llama3.2:3b,,rag,2,0,False,,math_operations,"['healthcare_operations', 'image_operations', 'workflow_operations', 'authentication_operations', 'queue_operations', 'math_operations', 'text_operations', 'payment_operations', 'system_operations']",False,False,False,[],,,0,{},,,0,,,1170,23,1193,True,"['fibonacci', 'process_ach_transfer', 'manage_mfa', 'permutation_combination', 'get_uptime', 'create_fifo_queue', 'cancel_workflow', 'generate_patient_summary', 'search_text', 'read_barcode']",1,False,False,,,,[],[]
